Publisher Name,Publisher Registry Id,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,Time lag
The Carter Center,carter-center,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Centre for Economic Governance and Accountability in Africa  (CEGAA),cegaa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Climate Change Organisation,climate-group,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Coca-Cola Export Corporation,tccec,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Conflict and Environment Observatory,ceobs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Convention on Business Integrity,cbi-nigeria,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Education Commission,educomm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Faraday Institution,thefaradayinstitution,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Foundation Center,foundation_center,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Fred Hollows Foundation (UK),fhfuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Freedom Fund,tff,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Freedom Fund (US),tffus,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Global Center on Adaptation,gca,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"The Global Development Incubator, Inc",gdi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Global Forum on MSM & HIV (MSMGF),msmgf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Global Initiative Against Transnational Organized Crime,gi-toc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Hague Academy for Local Governance,tha,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Hunger Project Bangladesh,thpdb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Institute for Strategic Dialogue,isdglobal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The International Children's Trust,theict,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The International Institute for Strategic Studies,iiss,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Lebanese Organisation for Studies and Training,rabi3,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Legal Aid Forum,laf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Leprosy Mission England and Wales,tlmew,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Leprosy Mission Nepal,tlmnepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Liaison Office,tlo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The MENTOR Initiative,the_mentor_initiative,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Mailman School of Public Health,mailman_school_of_public_health,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The National Association of Municipalities of Benin (ANCB),ancb_benin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Nature Conservancy,the_nature_conservancy,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The OPEC Fund for International Development (OFID),ofid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"The Population Council, Inc.",populationcouncil,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Power of Nutrition,the_power_of_nutrition,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Princess Alia Foundation,paf_2018,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Proforest Initiative UK,pi-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Queen Elizabeth Diamond Jubilee Trust,qedjt,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Salvation Army International Development UK,said-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Samdhana Institute,samdhana_institute,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Uganda Association of Women Lawyers ( FIDA Uganda),fidauganda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA),unrwa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"The University of Dodoma (UDOM), Tanzania",udom,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The University of Sheffield,tuos,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"The University of the West of England, Bristol",uwe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Theatre for a Change Malawi,tfacmalawi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Theatre for a Change UK,tfac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Think Equal UK,thinkequal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Third World Network Africa,twnafrica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Thomson Reuters Foundation,trf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Tifa Foundation,tifa_foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Timber Trade Federation Ltd.,ttf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Timidria,timidria,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Trademark Africa,tma,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Traidcraft Exchange,traidcraft,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Transform Africa,transafrica19,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Transition International,ti_nl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Transnational Institute,tni,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Transparency International Kenya,ti_kenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Transparency International Secretariat,transparency-international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Transparency International UK,ti-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Transparently Lebanese,transparently_lebanese,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Triangle Génération Humanitaire,tgh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Trianglen,trianglen,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Triggerise Ethiopia,trig,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Triple Line,tripleline_crownagents,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Tropenbos International,tbi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Tropical Health and Education Trust,tropicalhealth,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Trust for Africa's Orphans,tao-03473165,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Trust for Indigenous Culture and Health,ticah,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
TrustAfrica,trustafrica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Twaweza,twaweza,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Twin,twin-iati,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UHAI EASHRI,uhai-eashri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"UK - Department for Digital, Culture, Media and Sport",dcms,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UK - Home Office,homeoffice,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UK - Medical Research Council,mrc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UK - Ministry of Defence,ukmod,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UK - Scottish Government,scottish_government,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UK – Department for Education,dfe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UK-Ghana Chamber of Commerce,ukgcc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UK-Med,uk-med,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UN Global Compact Local Network UK,ungc-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UN Pooled Funds,unpf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UN-Habitat,unhabitat,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UNICEF Netherlands National Committee,unicefnl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UTZ,utz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UWEZO Youth Empowerment,uwezo_youth_empowerment,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Uganda Martyrs University,umu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Uganda National NGO Forum,ngoforum_01,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Unie van Waterschappen,uvw,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Union des Villes et Communes de Wallonie (UVCW),uvcw,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Union of Agricultural Work Committees,uawc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United Mission to Nepal,umn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United Nations Capital Development Fund,uncdf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United Nations Development Coordination Office,undco,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"United Nations Educational, Scientific and Cultural Organization (UNESCO)",unesco,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United Nations Office for the Coordination of Humanitarian Affairs (Specially-Designated Contributions),unocha-sdc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United Nations Population Fund,unfpa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United Purpose,cu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United States Department of Agriculture,usda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United States Department of Commerce,doc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United States Department of Homeland Security,dhs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United States Department of Interior,doi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United States Department of Justice,doj,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United States Department of Transportation,dot,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United States Federal Trade Commission,ftc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United States Health and Human Services,hhs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United States International Development Finance Corporation,dfc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United Work,united_work,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Universidad Peruana Cayetano Heredia,investigacion_cayetano,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Universidad de los Andes,uand_2020,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Universitair Centrum voor Ontwikkelingssamenwerking,ucos,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Universitas Brawijaya,medicine_ub,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Universiti Malaya,rmc_um,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University College London,ucl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University Of Liverpool,uol,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University Of Zimbabwe,1-uz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University Putra Malaysia,upm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University Twente,utwente,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Amsterdam,uva_org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Central Lancashire,uclan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Dar es Salaam,udsm-cbs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Dundee,uodcepmlp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of East Anglia,uea_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Essex,university_of_essex,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Ghana,ugorid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Kinshasa,dspd_unikin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Liberal Arts Bangladesh,chpd_ulab,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Nottingham,uni_of_nottingham,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Plymouth,uop,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Southampton,soton,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Strathclyde,strathclyde,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Upinion Netherlands,upinion,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Upper Quartile,uq,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Urgent Action Fund Latin America and the Caribbean,uafla,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Urgent Action Fund for Women's Human Rights,uaf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Urgent Action Fund-Africa,uaf-africa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
VETERINAIRES SANS FRONTIERES / DIERENARTSEN ZONDER GRENZEN - BELGIUM,vsfbelgium,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Varkey Foundation,varkeyfoundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Vera Solutions,vera-solutions,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Village Enterprise,villageenterprise,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Village Infrastructure Angels,via,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Village Water Ltd,villagewater,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Vision Aid Overseas,vao,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Vision for a Nation Foundation,vfan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
VisionFund International,vfi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Viva,viva,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Vlaamse Interuniversitaire Raad voor Universitaire Ontwikkelingssamenwerking (VLIR-UOS),vlir-uos,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Voluntary Health Association of India,vhai-org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Voluntary Service Overseas (VSO),vso,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
WASH Alliance International,wai,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
WASTE advisers on urban environment and development,waste,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
WILPF,wilpf_22,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"WO=MEN, Dutch Gender Platform",wo-men,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
WWF Indonesia,wwf_id,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
WWF Paraguay,wwf-py,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
WWF Sweden,wwf-se,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
WWF TUNISIA,wwfna,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
WWF-BRASIL,wwfbr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
WWF-UK,wwf-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Wala Ltd,walaltd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
War Child Canada,wcc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
War Child UK,wcuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
War on Want,waronwant,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
War on Want NI,wowni,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Water & Land Resource Center,wlrc_aau,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Water & Sanitation for the Urban Poor (WSUP),wsup,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Water Finance Facility,wff,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Water Integrity Network Association,win,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Water Sector Regulatory Council,wsrc1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Water Witness International,water-witness-international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Water Works,waterworks,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Water for People,w4p,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
We Effect,weeffect,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Welbodi Partnership,welbodipartnership,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Welfare Association (Taawon),welfare_taawon,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Wellfound,wellfound,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Welsh Centre for International Affairs,wcia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Welthungerhilfe,whh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
West Africa Network for Peacebuilding,wanep,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Westminster Foundation for Democracy,wfd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Wetlands International,wi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Win Win Strategies,wws,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Windle Trust Kenya,wtk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Wits Health Consortium (Pty) Ltd,whc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Wolayita Development Association,woda_0486,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women Engage for a Common Future,wecf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women Environmental Programme,wep,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women Peacemakers Program,wpp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women and Children First (UK),wcf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women's Action Group,wag-1983,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women's Centre for Legal Aid and Counselling,wclac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women's Environment & Development Organization,wedo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women's Global Network on Reproductive Rights,wgnrr_iati,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women's International Peace Centre,wipc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women's Legal Resources Centre,wolrec,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women's Refugee Commission,w_r_c,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Agroforestry Centre,icraf_,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Association for Christian Communication (UK),wacc-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Benchmarking Alliance Foundation,wba,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Economic Forum,worldeconomicforum,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Economic Forum Geneva,weforum_geneva,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Education Inc.,wei,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Federalist Movement - Institute for Global Policy,wfm-igp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Horse Welfare,whw2019,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Jewish Relief,wjr_001,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Resources Institute,wri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World University Service of Canada,wusc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Vegetable Center,worldveg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Vision Germany,wv_de,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Vision UK,wvuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Vision Zimbabwe,wvz-gec,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Waternet,worldwaternet,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Wide Fund for Nature - Kenya,wwf-kenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Wide Fund for Nature Zambia,wwfzambia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"World Wildlife Fund Inc, Bolivia Program Office",wwf_bolivia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Young Women's Christian Association,world_ywca,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Worldwide Hospice Palliative Care Alliance,whpca,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Y Care International,ycare,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
YMCA of Liberia,libymca,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
YWCA Palestine,ywca,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
YWCA of Bangladesh,ywcabd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
YY Ventures,yy_ventures,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Yayasan PEKKA,pekka_21,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Young Africa International HUB,yai-hub,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Young Innovations Pvt. Ltd,yipl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Young Women Christian Association of South Sudan (YWCA SS),ywcass,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Young Women's Christian Association of Kenya,ywcakenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Youth Business International,ybi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Youth Development Labs Inc,ylabs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Youth Net and Counselling - YONECO,yoneco1997,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Zambia Orphans Aid UK,zoa_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Zimbabwe Educational Trust,zet,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Zing,zing,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
act4africa,act4africa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
dance4life,dance4life,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
equileap,equileap,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
fedesarrollo,fedesarrollo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
iPartner India,ip-india,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
inHive,inhive,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
interburns,interburns,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
kidasha,kidasha,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
living peace institute,lpi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
mothers2mothers,m2m_sa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
openmindedly,openmindedly,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
the center for victimized women and children,cavwoc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
the global steering group for impact investment,gsg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
transforma,transforma,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
