Publisher Name,Publisher Registry Id,Activities,Organisations,Files,Activity Files,Organisation Files,Total File Size,Reporting Org on Registry,Reporting Orgs in Data (count),Reporting Orgs in Data,Hierarchies (count),Hierarchies
Olamma Cares Foundation,olammacares,1,0,1,1,0,2307,NG-CAC-IT-NO96562,1,NG-CAC-IT-NO96562,1,1
Oxfam-Magasins du monde (omdm),omdm,9,1,3,2,1,128446,BE-BCE_KBO-0416486821,1,BE-BCE_KBO-0416486821,2,1;2
Omidyar Network Fund Inc.,omidyarnetwork,0,0,0,0,0,0,US-EIN-20-1173866,0,,0,
One Acre Fund,oneacrefund,11,1,2,1,1,249314,US-DOS-64562614,1,US-DOS-64562614,1,1
One to One Children's Fund,onetoonecf,1,1,2,1,1,19951,GB-CHC-1086159,1,GB-CHC-1086159,1,1
Oxfam Novib,onl,7348,1,4,3,1,126484789,NL-KVK-27108436,1,NL-KVK-27108436,2,1;2
Office for National Statistics,ons,2,1,2,1,1,231902,GB-GOV-24,1,GB-GOV-24,1,1
The Open University,open_university,23,19,2,1,1,376145,GB-CHC-000391,1,GB-CHC-000391,1,1
openmindedly,openmindedly,0,0,0,0,0,0,IM-CR-024714B,0,,0,
OpenNorth,opennorth,1,1,2,1,1,7097,CA-CRA_ACR-805837713,1,CA-CRA_ACR-805837713,1,1
Organizacion para la Educacion y Proteccion Ambiental -OpEPA-,opepa,1,1,2,1,1,7622,CO-CCB-0008863,1,primary source - implementing organization,1,1
Oxford Policy Management,opml,51,1,2,1,1,235359,GB-COH-03122495,2,GB-COH-03122495;GB-COH-3122495,1,1
Opportunity International UK,opportunity-international-uk,7,0,1,1,0,188308,GB-COH-05322719,1,GB-COH-05322719,1,1
Options Consultancy Services,options,22,1,12,11,1,408798,GB-COH-2695347,1,GB-COH-2695347,1,1
Oxfam-Quebec,oqc,1,1,2,1,1,24104,CA-CRA_ACR-119075091,1,CA-CRA_ACR-119075091,1,1
Orbis Africa,orbis_africa,1,1,2,1,1,35072,ZA-PBO-930040668,1,ZA-PBO-930040668,1,1
Orbis Ethiopia,orbis_ethiopia,1,1,2,1,1,48936,ET-CSA-1063,1,ET-CSA-1063,1,1
Orbis International,orbis_international,3,1,4,3,1,70339,US-EIN-237297651,1,US-EIN-237297651,1,1
Orbis Charitable Trust,orbis_uk,3,1,4,3,1,128853,GB-CHC-1061352,1,GB-CHC-1061352,1,1
Fundación Oriéntame,orientame,1,1,2,1,1,2774,CO-RUE-860049972,2,CO-CCB-CO-RUE-860049972;CO-RUE-860049972,1,1
Ocean Risk and Resilience Action Alliance,orraa_inc,11,1,2,1,1,26772,US-EIN-83-3580499,1,US-EIN-83-3580499,1,2
Outreach Egypt,outreach_egypt,0,1,1,0,1,574,EG-CR-42812,1,EG-CR-42812,0,
Oxfam Wereldwinkels,oww,3,1,2,1,1,41238,BE-BCE_KBO-0415365777,1,BE-BCE_KBO-0415365777,2,1;2
Oxfam GB,oxfamgb,3834,1,84,83,1,34796807,GB-CHC-202918,1,GB-CHC-202918,1,null
Oxfam India,oxfamindia,0,0,0,0,0,0,IN-MCA-U74999DL2004NPL131340,0,,0,
Oxfam Intermón,oxfamintermon,83,1,3,2,1,350536,ES-CIF-G-8236803,2,ES-CIF-G-8236803;ES-RMC-G-8236803,1,1
Oxfam America,oxfamus,401,1,2,1,1,799602,US-EIN-23-7069110,1,US-EIN-23-7069110,3,1;02;2
The University of Oxford,oxford,9,1,5,4,1,186724,GB-UKPRN-10007774,1,GB-UKPRN-10007774,1,1
Oxfam Solidarité-Solidariteit,oxsol,14,1,2,1,1,442394,BE-BCE_KBO-0408643875,1,BE-BCE_KBO-0408643875,2,1;2
One Young World,oyw,9,1,2,1,1,34433,GB-CHC-1147298,1,GB-CHC-1147298,1,1
Programming Their Future,p-t-f-,1,0,1,1,0,52465,NL-KVK-74064800,1,NL-KVK-74064800,1,1
Practical Action,pa,955,1,2,1,1,6739041,GB-COH-871954,1,GB-COH-871954,1,1
Palliative Care Association of Malawi,pacam,1,1,2,1,1,13032,MW-NBM-NGO/L/18/024,1,MW-NBM-NGO/L/18/024,1,1
Pan African Climate Justice Alliance,pacja,11,1,2,1,1,817827,KE-NCB-OP218051200904966065,1,KE-NCB-OP218051200904966065,1,1
Pact,pact,195,1,2,1,1,299582,US-EIN-13-2702768,2,US-EIN-13-2702768;US-EIN-US-EIN-13-2702768,1,1
The Princess Alia Foundation,paf_2018,6,0,1,1,0,162361,JO-MSD-2009011100178,1,JO-MSD-2009011100178,1,1
Pan Africa ILGA,pai155669,4,1,2,1,1,194016,ZA-NPO-155-669,1,ZA-NPO-155669,2,1;2
Palladium International Ltd (UK),palladium,53,1,2,1,1,1129503,GB-COH-2394229,2,GB-COH-02394229;GB-COH-2394229,1,1
Palladium Europe,palladium_eur,1,1,2,1,1,283656,NL-KVK-30114696,1,NL-KVK-30114696,1,1
Paradigm Initiative,paradigm,3,0,3,3,0,125196,NG-CAC-30547,1,NG-CAC-30547,2,1;null
Commune de Parakou - Bénin,parakou,5,1,2,1,1,451623,BJ-IFU-6201000068802,5,BJ-IFU-6201000068802;BJ-IFU-6201000370801;BJ-IFU-6201100034408;BJ-IFU-6201101182902;BJ-IFU-6201300688700,1,null
Particip GmbH,particip,1,0,1,1,0,6177,DE-CR-RA000243-HRB5459,1,DE-CR-RA000243-HRB5459,1,1
partos,partos_nl,14,1,2,1,1,331200,NL-KVK-34214586,1,NL-KVK-34214586,1,1
Plateforme des Acteurs de la Société Civile au BENIN,pascib_benin,0,1,1,0,1,2082,BJ-IFU-6201500233008,1,BJ-IFU-6201500233008,0,
Partnership for African Social & Governance Research (PASGR),pasgr,1,0,1,1,0,35560,KE-RCO-CPR/2011/63463,1,KE-RCO-CPR/2011/63463,1,1
Pathfinder International,pathfinder1,2,1,2,1,1,550145,US-EIN-53-0235320,1,US-EIN-53-0235320,1,1
PATTIRO,pattiro,4,0,1,1,0,60690,ID-DJP-030079198015000,1,ID-DJP-030079198015000,1,1
PAX,pax,47,1,15,14,1,1603685,NL-KVK-30214009,1,NL-KVK-30214009,1,null
Peace Brigades International,pbi_io,1,0,1,1,0,3754,US-EIN-91-1179750,1,US-EIN-US-EIN-91-1179750,1,1
DNH Mali (Direction Nationale de l’Hydraulique du Mali),pca-gire,2,1,3,2,1,52564,ML-NIF-400100027H,1,ML-NIF-400100027H,1,null
Prince Claus Fund,pcf,31,0,1,1,0,132733,NL-KVK-41159889,1,NL-KVK-41159889,1,1
Peaceful Change initiative,pci,2,1,2,1,1,17848,GB-CHC-1162997,1,GB-CHC-1162997,1,1
PCP Uganda Limited,pcp-ug_125289,2,1,2,1,1,73554,UG-RSB-125289,1,UG-RSB-125289,1,null
Palliative Care Support Trust,pcst,2,1,2,1,1,21872,MW-RG-2977,1,MW-RG-2977,1,1
Peace Corp,peace,1857,1,69,68,1,77697853,US-GOV-10,1,US-GOV-10,1,1
Peace Direct,peacedirect,1,0,1,1,0,16860,GB-CHC-1123241,1,GB-COH-1123241,1,1
PEAS (Promoting Equality in African Schools),peas,3,0,1,1,0,55627,GB-CHC-1126550,2,GB-CHC-1126550;null,1,1
Pegasys Limited,pegasys-eu,3,0,1,1,0,138320,GB-COH-10333897,1,GB-COH-10333897,1,1
Yayasan PEKKA,pekka_21,1,0,1,1,0,207146,ID-KHH-AHU-0013363.AH.01.04,1,ID-KHH-AHU-0013363.AH.01.04,1,null
People In Aid,peopleinaid,1,0,1,1,0,40022,GB-CHC-1078768,1,GB-CHC-1078768,1,1
"Entiqal for Training ""Partners for Good""",pfg,2,1,2,1,1,175564,JO-CCD-200006694,1,JO-CCD-200006694,1,1
Pastoralist Girls Initiative,pgi_kenya,1,0,1,1,0,175802,KE-NCB-KENCBOP218051200802235390,1,KE-NCB-KE-NCB-KENCBOP218051200802235390,1,1
PHASE Nepal,phase-nepal,0,1,1,0,1,497,NP-SWC-19336,1,NP-DAO-531/062/063,0,
PHASE Worldwide,phase_worldwide,5,1,2,1,1,82826,GB-CHC-1112734,1,GB-CHC-1112734,1,1
Project Harar,phe,1,1,2,1,1,46144,GB-CHC-1094272,1,GB-CHC-1094272,1,1
PUBLIC HEALTH FOUNDATION OF INDIA,phfi,1,1,2,1,1,2700,IN-MHA-231660927,2,IN-MHA-231660927;PUBLIC HEALTH FOUNDATION OF INDIA,1,1
The Proforest Initiative UK,pi-uk,2,1,2,1,1,12498,GB-CHC-1137523,1,GB-CHC-1137523,1,1
Plan International Belgium,pib,23,1,8,7,1,316258,BE-BCE_KBO-0425420917,1,BE-BCE_KBO-0425420917,2,1;2
Private Infrastructure Development Group,pidg,176,1,3,2,1,3478770,XM-DAC-47086,1,XM-DAC-47086,1,null
Public International Law & Policy Group,pilpg,1,0,1,1,0,5339,US-EIN-04-3309296,1,XI-IATI-N00005212609,1,1
People in Need,pin,30,0,1,1,0,89576,CZ-ICO-25755277,1,CZ-ICO-25755277,1,1
Projet Jeune Leader,pjl,1,0,1,1,0,2275,MG-NIF-4003264720,1,-,1,1
Plataforma Moçambicana da Água (PLAMA),plama,2,1,2,1,1,56799,MZ-NUIT-700179850,1,MZ-NUIT-700179850,1,1
Plan Ireland Charitable Assistance Limited,plan_ireland,1,1,2,1,1,3065,IE-CHY-15037,1,IE-CHY-15037,1,1
Plan International UK,plan_uk,378,0,2,2,0,3580690,GB-COH-1364201,1,GB-COH-1364201,3,0;1;null
Plan International USA,plan_usa,0,0,0,0,0,0,US-IRS-13-5661832,0,,0,
Plan International Finland,planinternationalfinland,25,0,1,1,0,252427,FI-PRO-1498487-2,1,FI-PRO-1498487-2,2,1;null
Plan International Netherlands,plannlno,271,1,2,1,1,10922147,NL-KVK-41198890,1,NL-KVK-41198890,1,null
PlanBørnefonden,plb,19,1,2,1,1,123688,DK-CVR-20356731,1,DK-CVR-20356731,1,2
Population Media Center,pmc,2,1,2,1,1,6100,US-EIN-030358029,1,US-EIN-030358029,1,1
Promundo-US,pmo-us,2,1,3,2,1,88071,US-EIN-26-1931968,1,US-EIN-26-1931968,1,1
Commune de Pobè - Bénin,pobe,5,1,2,1,1,401358,BJ-IFU-6201200579608,5,BJ-IFU-6200901944209;BJ-IFU-6200901944805;BJ-IFU-6201001076902;BJ-IFU-6201001843703;BJ-IFU-6201200579608,1,null
Soluciones en Legislación y Política Ambiental AC,polea,1,0,1,1,0,3475,MX-RFC-SLP1412039F3,1,MX-RFC-SLP1412039F3,1,1
PONT,pont,1,0,1,1,0,3884,GB-CHC-1125948,1,GB-CHC-1125948,1,1
Pontis Foundation,pontis,15,1,9,8,1,80884,SK-ZRSR-31784828,1,SK-ZRSR-31784828,1,1
"The Population Council, Inc.",populationcouncil,12,1,2,1,1,133246,US-EIN-13-1687001,1,US-EIN-13-1687001,1,1
PositiveNegatives,posneg,1,1,2,1,1,4288,GB-COH-08212556,1,GB-COH-08212556,1,1
Power International,power,1,1,2,1,1,7728,GB-CHC-1059996,1,GB-CHC-1059996,1,null
PPAG,ppag_123,2,0,1,1,0,184125,GH-RGD-CG001532017,1,GH-RGD-CG001532017,1,1
People's Process on Housing and Poverty in Zambia,pphpz,1,1,2,1,1,8131,ZM-PCR-10104052014,1,ZM-PCR-10104052014,1,1
Center for the Study of Islam and Society (PPIM),ppim,0,1,1,0,1,5559,ID-DJP-016993966411000,1,ID-DJP-016993966411000,0,
PRACTICA Foundation,practica,10,1,2,1,1,61396,NL-KVK-09119363,1,NL-KVK-09119363,1,1
Pragya India,pragya,1,1,2,1,1,25753,IN-AR-775,1,IN-AR-775,1,1
Protecting Families Against HIV/AIDS,prefa_1,2,1,2,1,1,25336,UG-NGB-63360,1,UG-NGB-63360,1,1
Penal Reform International,pri,9,0,1,1,0,600125,GB-COH-04154075,1,GB-COH-04154075,1,1
PRI Association,pri_icf,1,0,1,1,0,2751,GB-COH-7207947,1,GB-COH-7207947,1,1
Asociación Profamilia,profamilia,1,0,1,1,0,260473,CO-RUE-860013779-5,1,CO-RUE-860013779-5,1,1
PRO-FEMMES TWESE HAMWE,profemmes,2,1,2,1,1,92484,RW-RGB-020-17,1,RW-RGB-020-17,2,1;2
Progressio (closed),progressio,10,1,2,1,1,109013,GB-CHC-294329,2,GB-CHC-294329;null,1,1
Centro de Promocion y Defensa de los Derechos Sexuales y Reproductivos,promsex,1,1,2,1,1,6013,PE-SUNARP-11744379,1,PE-SUNARP-11744379,1,1
Cross-Government Prosperity Fund,prosperityfund,0,1,1,0,1,38646,GB-GOV-50,1,GB-GOV-50,0,
Prospero Limited,prospero,1,1,2,1,1,15597,ZM-PCR-12015013762,1,ZM-PCR-12015013762,1,1
Join For Water,protos,24,1,3,2,1,500819,BE-BCE_KBO-0417299047,1,BE-BCE_KBO-0417299047,2,1;2
Population Service International,psi,22,1,15,14,1,3957482,XM-DAC-21032,2,XI-IATI-21032;XM-DAC-21032,1,1
Population Services Kenya,pskenya_19,19,0,1,1,0,36396,KE-NCB-2180511304359047,1,KE-NCB-2180511304359047,1,1
Population Services and Training Centre (PSTC),pstc_1102,2,1,2,1,1,100655,BD-NAB-1102,1,BD-NAB-1102,1,1
PT Arup Indonesia,ptarupidn,0,1,1,0,1,602,ID-DJP-032441156063000,1,ID-DJP-032441156063000,0,
Parhelion Underwriting Limited,pul,1,1,2,1,1,11394,GB-COH-05712574,1,GB-COH-05712574,1,1
PUM Netherlands,pumnl,94,1,2,1,1,311562,NL-KVK-41160229,1,NL-KVK-41160229,1,1
Pump Aid,pumpaid,2,1,2,1,1,25587,GB-CHC-1077889,1,GB-CHC-1077889,1,1
Positive Vibes Trust,pv,16,0,2,2,0,507249,NA-NAMRA-04822224,1,NA-NAMRA-04822224,1,null
PwC,pwc,12,0,1,1,0,1371194,GB-COH-03580586,1,GB-COH-03580586,1,1
PricewaterhouseCoopers Private Limited India,pwcplindia,29,2,2,1,1,362053,IN-MCA-U74140WB1983PTC036093,1,IN-MCA-U74140WB1983PTC036093,1,1
Palestinian Working Women Society for Development,pwwsd_2022,1,0,1,1,0,35029,PS-MOI-RA279C,1,PS-MOI-RA279C,1,1
Publish What You Fund,pwyf,8,1,2,1,1,3790162,GB-COH-07676886,1,GB-COH-07676886,1,null
The Queen Elizabeth Diamond Jubilee Trust,qedjt,14,1,9,8,1,24667,GB-CHC-1145640,1,GB-CHC-1145640,1,1
Queen Rania Foundation for Education and Development,qrfed,106,1,3,2,1,156746,JO-MSD-2013011100066,1,JO-MSD-2013011100066,1,1
Quinoa,quinoa,7,1,3,2,1,92148,BE-BCE_KBO-0445741823,1,BE-BCE_KBO-0445741823,2,1;2
Results for Development,r4d,15,1,2,1,1,158216,US-EIN-20-8530747,1,US-EIN-20-8530747,1,1
The Lebanese Organisation for Studies and Training,rabi3,1,1,2,1,1,10665,LB-MOI-37-AD,1,LB-MOI-37-AD,1,1
Rijksakademie van beeldende kunsten,rabk,1,1,2,1,1,32076,NL-KVK-34123218,1,NL-KVK-34123218,1,1
Rabo Partnerships,rabo_partnerships,7,0,1,1,0,17672,NL-KVK-30114598,1,NL-KVK-30114598,1,1
Rabo Foundation,rabofoundation,1,0,1,1,0,2061,NL-KVK-41199142,1,NL-KVK-41199142,1,1
Reach A Hand Uganda,rahuug,12,1,2,1,1,21332,UG-NGB-12317,1,UG-NGB-12317,1,1
Rainforest Alliance,rainforest-alliance,7,0,1,1,0,32439,US-EIN-13-3377893,1,US-EIN-13-3377893,1,1
RAIN Foundation (former),rainfoundation,116,0,3,3,0,1606835,NL-KVK-34200988 (deprecated),2,NL-KVK-34200988;NL-KVK-41208024,1,1
Regional Advisory Information and Network Systems,rains,2,1,2,1,1,21807,GH-DSW-1103,1,GH-DSW-1103,1,1
Raleigh International,raleigh_int,2,1,3,2,1,35401,GB-CHC-1047653,1,GB-CHC-1047653,1,1
Rainforest Action Network,ran,2,1,2,1,1,34297,US-EIN-94-3045180,1,US-EIN-94-3045180,1,1
Royal Botanic Gardens Kew,rbg_kew,1,0,1,1,0,51112,GB-GOR-PB508,1,GB-GOR-PB508,1,1
Railway Children,rc,6,1,2,1,1,108259,GB-CHC-1058991,1,GB-CHC-1058991,1,1
Railway Children Africa,rc2africa,2,0,1,1,0,31262,TZ-TRA-110-664-087,1,TZ-TRA-110-664-087,1,1
Rotary Clubs For Development,rc4d,9,1,3,2,1,80803,BE-BCE_KBO-0419189557,1,BE-BCE_KBO-0419189557,2,1;2
Royal Commonwealth Ex-Sevices League,rcel,1,1,2,1,1,225248,GB-CHC-1174874,1,GB-CHC-1174874,1,1
Royal College of General Practitioners (RCGP),rcgp-international,1,0,1,1,0,3164,GB-CHC-223106,1,GB-CHC-223106,1,1
RCN Justice & Démocratie,rcn,19,1,3,2,1,379508,BE-BCE_KBO-0454555163,1,BE-BCE_KBO-0454555163,2,1;2
Royal College of Obstetricians & Gynaecologists,rcog_resilience_in_obstetric_skills,1,0,1,1,0,4146,GB-CHC-213280,1,GB-CHC-213280,1,1
"Rehabilitation, Education and Community Health (REACH)",reach-iraq,2,0,1,1,0,4126,IQ-NGO-1Z2634,1,IQ-NGO-1Z2634,1,1
READ Foundation,read-foundation,1,0,1,1,0,5315,GB-CHC-1160256,1,GB-CHC-1160256,1,1
Save the Children DK,redbarnet,71,1,24,23,1,484703,DK-CVR-63407216,1,DK-CVR-63407216,1,1
Stichting Red een Kind,redeenkind,7,0,1,1,0,244778,NL-KVK-41022454,1,NL-KVK-41022454,1,1
RedOrange Media and Communications,redorange,3,0,1,1,0,156549,BD-ROC-C-104266,1,BD-ROC-C-104266-12,1,1
RedR UK,redruk,1,1,2,1,1,5923,GB-CHC-1079752,1,GB-CHC-1079752,1,1
Resource Extraction Monitoring,rem,4,0,4,4,0,16659,GB-COH-4905100,1,GB-COH-4905100,1,2
Renewable Energy Performance Platform,repp,0,1,1,0,1,628,GB-COH-09882930,1,GB-COH-09882930,0,
Resilience,resilience,2,1,2,1,1,66436,NL-KVK-09181221,1,NL-KVK-09181221,1,1
Restart Center,restartcenter,1,0,1,1,0,8506,LB-MOI-6491,1,LB-MOI-6491,1,1
Restless Development,restless,16,1,11,10,1,1262632,GB-CHC-1127488,1,GB-CHC-1127488,1,1
Retrak,retrak,0,1,1,0,1,490,GB-CHC-1122799,1,GB-CHC-1122799,0,
Rahnuma-Family Planning Assocation of Pakistan,rfpap,2,1,2,1,1,17698,PK-MSW-633-1965,1,PK-MSW-633-1965,1,1
Rainforest Foundation UK,rfuk,4,1,4,3,1,221417,GB-CHC-1138287,1,GB-CHC-1138287,1,1
Relief International UK,ri-uk,9,1,2,1,1,573827,GB-CHC-1098106,1,GB-CHC-1098106,1,1
Royal Institute of International Affairs,riia,2,1,2,1,1,23490,GB-CHC-208223,1,GB-CHC-208223,1,1
Rikolto,rikolto,13,1,2,1,1,754933,BE-BCE_KBO-0662878501,1,BE-BCE_KBO-0662878501,1,2
Rikolto in Belgium,rikolto_belgium,3,1,2,1,1,37130,BE-BCE_KBO-0420656336,1,BE-BCE_KBO-0420656336,2,1;2
Riverrecycle Oy,riverrecycle,1,1,2,1,1,13267,FI-PRO3087706-5,1,FI-PRO-3087706-5,1,1
Rode Kruis-Vlaanderen Internationaal vzw,rkiv,26,1,3,2,1,312870,BE-BCE_KBO-0461634084,1,BE-BCE_KBO-0461634084,2,1;2
Radio La Benevolencija,rlb,2,0,1,1,0,71272,NL-KVK-34176587,1,NL-KVK-34176587,1,1
Universiti Malaya,rmc_um,2,0,1,1,0,7844,XI-GRID-grid.10347.31,1,XI-GRID-grid.10347.31,1,1
Responsible Mining Foundation,rmf,0,1,1,0,1,3811,CH-FDJP-CHE232974628,1,CH-FDJP-CHE23974628,0,
Rene Moawad Foundation,rmf-lb,1,0,1,1,0,50761,LB-MOI-110,1,LB-MOI-110,1,1
Rocky Mountain Institute,rmi,2,1,3,2,1,11537,US-EIN-74-2244146,1,US-EIN-74-2244146,1,1
Royal National Lifeboat Institution (RNLI),rnli_international,1,1,2,1,1,48866,GB-CHC-209603,1,GB-CHC-209603,1,1
Stichting RNW Media,rnw_org,6,0,1,1,0,144944,NL-KVK-32022621,1,NL-KVK-32022621,1,1
Rojiroti UK,rojiroti,1,1,2,1,1,21197,GB-CHC-1147083,1,GB-CHC-1147083,1,1
Asociación Movimiento Feminista Por La Paz Ruta Pacífica de las Mujeres,rpm,1,1,2,1,1,19112,CO-RUE-900.683.942-8,1,CO-RUE-900.683.942-8,1,1
Rainbow Railroad,rr_qfdi,0,1,1,0,1,608,CA-CRA_ACR-827142530RR0001,1,CA-CRA_ACR-827142530RR0001,0,
Rights and Resources Initaitive,rri,1,0,1,1,0,6607,US-EIN-20-3690821,1,US-EIN-20-3690821,1,1
Royal Society for the Protection of Birds,rspb_,1,0,1,1,0,28176,GB-CHC-207076,1,GB-CHC-207076,1,1
Royal Society of Tropical Medicine & Hygiene,rstmh,1,1,2,1,1,3205,GB-CHC-1146162,1,GB-CHC-1146162,1,1
Right to Play Netherlands Foundation,rtp,1,1,2,1,1,12294,NL-KVK-24365461,1,NL-KVK-24365461,1,1
Right To Play UK,rtp_uk,2,1,2,1,1,11020,GB-CHC-1112404,1,GB-CHC-1112404,1,2
RUAF Foundation,ruaf,4,1,5,4,1,22091,NL-KVK-32102434,1,NL-KVK-32102434,1,1
Red Umbrella Fund,ruf,13,0,1,1,0,214710,XI-IATI-RUF,1,XI-IATI-RUF,1,1
Rutgers,rutgers,58,1,2,1,1,2637483,NL-KVK-41193594,1,NL-KVK-41193594,2,1;2
Netherlands Enterprise Agency (RVO),rvo,5366,0,2,2,0,46666309,NL-KVK-27378529,1,NL-KVK-27378529,2,1;2
Send a Cow Kenya,sac_kenya,1,0,1,1,0,19322,KE-NCB-2180511703310709,1,KE-NCB-2180511703310709,1,1
Southern African Catholic Bishops' Conference Aids Office,sacbc,1,0,1,1,0,22566,ZA-NPO-061-870,1,ZA-NPO-061-870,1,1
Send a Cow Ethiopia,sacethiopia,2,1,2,1,1,80792,ET-CSA-0638,1,ET-MOT-0638,1,1
Send a Cow Uganda,sacu,2,1,2,1,1,250516,SACU,1,sacu,1,1
Southeast Asia Freedom of Expression Network (SAFEnet),safenet,1,1,2,1,1,18958,ID-KHH-AHU-0000401.AH.01.07,1,ID-KHH-AHU-0000401.AH.01.07,1,1
Saferworld,saferworld,114,1,3,2,1,2029394,GB-CHC-1043843,1,GB-CHC-1043843,2,1;null
The Salvation Army International Development UK,said-uk,0,0,0,0,0,0,GB-CHC-214779,0,,0,
The Samdhana Institute,samdhana_institute,1,0,1,1,0,207653,PH-SEC-CN200340507,1,PH-SEC-CN200340507,1,1
South African Network of People who Use Drugs,sanpud,3,0,1,1,0,114078,ZA-NPO-213-268,1,ZA-NPO-213-268,2,1;2
Small Arms Survey,sas_sana,4,0,1,1,0,26815,XM-DAC-30009,1,XM-DAC-30009,1,1
Satellite Applications Catapult Ltd,satelliteapplicationscatapultltd,1,0,1,1,0,4943,GB-COH-07964746,1,GB-COH-07964746,1,1
Savana Signatures,savsign-org,0,0,0,0,0,0,GH-DSW-4711,0,,0,
South Asian Women Development Forum,sawdf-admin,2,0,1,1,0,5986,NP-SWC-37725,1,NP-CRO-601371123,1,1
Swedish Committee for Afghanistan,sca_afghanistan,1,1,2,1,1,7701,AF-MOE-118,1,AF-MOE-118,1,1
SECOURS CATHOLIQUE - CARITAS FRANCE,sccf,531,1,3,2,1,1492150,FR-SIRET-77566669600015,1,FR-SIRET-77566669600015,1,null
Solar Cooling Engineering GmbH,sce-gmbh,2,0,1,1,0,18241,DE-CR-RA000299-HRB20002,1,DE-COA-321401258,1,1
Save the Children International,sci,0,0,0,0,0,0,GB-CHC-1076822,0,,0,
Scottish Catholic International Aid Fund (SCIAF),sciaf,6,1,6,5,1,459624,GB-SC-SC012302,1,GB-SC-SC012302,1,1
SCI Projets Internationaux ASBL_Service Civil International branche belge,scibelgium,6,1,3,2,1,58808,BE-BCE_KBO-0410661673,1,BE-BCE_KBO-0410661673,2,1;2
Syrian Center for Media and Freedom of Expression,scm,4,1,2,1,1,61865,FR-RCS-83764263600018,1,FR-INSEE-83764263600018,1,1
Save the Children Netherlands,scnl,142,2,39,37,2,2996058,NL-KVK-41201463,1,NL-KVK-41201463,2,1;2
UK - Scottish Government,scottish_government,0,0,0,0,0,0,GB-GOV-21,0,,0,
Sana'a Center for Strategic Studies,scss,2,1,2,1,1,83719,YE-MSAL-49-M-2019,1,YE-MSAL-49-M-2019,1,1
Sabre Education Limited,sct,2,1,2,1,1,48549,GB-CHC-1105489,1,GB-CHC-1105489,1,1
Save the Children UK,scuk,0,0,0,0,0,0,GB-COH-213890,0,,0,
Switzerland - Swiss Agency for Development and Cooperation (SDC),sdc_ch,41765,1,13,12,1,169810782,CH-4,3,CH-4;XM-DAC-CH-4;﻿CH-4,1,null
Social Development Direct Limited,sddirect,34,1,2,1,1,574670,GB-COH-03846881,1,GB-COH-03846881,1,1
Sustainable Development Institute,sdi,6,1,2,1,1,75377,LR-MFDPNGO-0961,1,LR-MFDPNGO-0961,1,1
Slum Dwellers International,sdi-int,2,1,2,1,1,17927,ZA-CIP-2021-421804-08,1,ZA-CIP-2021-421804-08,1,1
Shack Dwellers International - Kenya,sdi-k,1,1,2,1,1,8082,KE-KRA-P051326872M,1,KE-KRA-P051326872M,1,1
Stakeholder Democracy Network,sdn,1,0,1,1,0,27743,GB-CHC-1148143,1,GB-CHC-1148143,1,1
"SDSN Association, Inc.",sdsna,3,0,1,1,0,42517,US-EIN-47-3511012,1,US-EIN-47-3511012,1,1
Secrétariat de Concertation des Organisations Non Gouvernementales Maliennes,seco-ong-mali,1,1,2,1,1,197313,ML-MAT-028-MAT-DNIC-DAG,1,ML-MAT-028-MAT-DNIC-DAG,1,null
Seefar,seefar,2,1,2,1,1,232458,HK-CR-2091642,1,HK-CR-2091642,1,1
Sehat Kahani (Community Innovation Hub),sehatkahanicih,1,0,1,1,0,2938,PK-SEC-0105957,1,PK-SEC-0105957,1,1
Self Help Africa,self-help-africa,3,1,2,1,1,17995,IE-CHY-6663,1,IE-CHY-6663,1,1
Studies & Economic Media Center ( SEMC),semc-yemen,0,1,1,0,1,1858,YE-MSAL-32-M-2008,1,YE-MSAL-32-M-2008,0,
Send a Cow,sendacow,8,1,4,3,1,220904,GB-CHC-299717,1,GB-CHC-299717,1,1
Sense International,sense_international,20,1,7,6,1,490122,GB-CHC-1076497,2,GB-CHC-1076497;null,1,1
Sociaal-Economische Raad,ser,9,0,1,1,0,90640,NL-KVK-27363950,1,NL-KVK-27363950,1,1
Search for Common Ground (SFCG),sfcg,33,1,3,2,1,438935,BE-BCE_KBO-0453975341,3,BE-BCE_KBO-0453475391;BE-BCE_KBO-0453975341;BE-GTCF-0453475391,2,1;2
"Social Fund for Development, Yemen",sfd-yemen,2,0,1,1,0,15854,XM-OCHA-FTS18563,1,XM-OCHA-FTS18563,1,1
Studio Globo,sg,5,1,4,3,1,54509,BE-BCE_KBO-0479866027,1,BE-BCE_KBO-0479866027,2,1;2
Sustainable Hospitality Alliance,sha,1,0,1,1,0,3012,GB-CHC-1188731,1,GB-CHC-1188731,1,1
Sensorial Handicap Cooperation,shc,7,1,3,2,1,81609,BE-BCE_KBO-0431955945,1,BE-BCE_KBO-0431955945,2,1;2
ShelterBox,shelterbox,17,2,3,1,2,79399,GB-CHC-1096479,1,GB-CHC-1096479,2,1;null
Shift Project Ltd.,shiftproject,9,1,2,1,1,21465,US-EIN-45-2779314,1,US-EIN-45-2779314,1,1
Shirkat Gah-Women's Resource Centre,shirkatgah,1,0,1,1,0,4781,PK-NTN-2158581-4,1,PK-NTN-2158581-4,1,1
Special Hope Network,shn,1,0,1,1,0,1948,US-EIN-26-3933134,1,US-EIN-26-3933134,1,1
