name,title,publisher_frequency,publisher_frequency_select,publisher_implementation_schedule,publisher_ui,publisher_field_exclusions,publisher_contact,image_url,display_name,publisher_iati_id,publisher_units,publisher_record_exclusions,publisher_data_quality,publisher_country,publisher_description,publisher_refs,publisher_thresholdspublisher_agencies,publisher_constraints,publisher_organization_type,publisher_segmentation,license_id,state,publisher_timeliness
grcllp,Global Rights Compliance LLP,0,not_specified,0,0,0,"Endeavour House, 78 Stafford Road, Wallington, Surrey, United Kingdom SM6 9AY.","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAOEAAADhCAMAAAAJbSJIAAAAtFBMVEX///9YWVtXfFdVVlhZWVxSU1VQUVNRUlVPd09NTlBTelNUe1X8/PxUVFf6+vr19fW+vr/x8fFLdUzv8+9tbnDq6urPz9BgYWNeX2HX39dJSk3n5+fFxcaJiovV1dapqaq0tLXf3+CYmZppamyAgYK/zL/i6OK5ubrL1MuhoqN1dniSkpR7l3vd5N1sjGxhhGKnuaeTqZOktqSHoYjDz8OOpo5pimm0w7RCQ0ZAbkF2lHeBm4Il29cKAAAgAElEQVR4nO0diXaiyjLKJiCiqKC4K3HBJGZ3Jvn//3pAV3dXN6CYbea+M/XOmXdjInR1V9e+XF39g3/wD/7BP/gH/+BnwB0tfH/c5uD7i0XnT6/qK6DVGfnzZbRaBQPFMUwGuqOog2AV72ftUd/906v8MCzaCW5GqGuOoqi1PCiKk2I9iPdzv/WnF3spdKbzOAxNQ0JNhZ/U7H/kv2qqY+hhGCzHiz+96qrQGs2jlaM70rGpNYaUKn2e/qtoehDvpv8Bil3MIt10sqMroswSIH/qGGFvOW7+aRROwWJeSyhTlVYOp6cqGCTk2N3UTGMy/Uu5rDuOBqYirTu9eQkBJp8nrDPoAayCQK0pum4owt/Dlxytt+z/fSc52gWhkzsRJ+EhSioT/Omi77KjaXU6i4U/ni/jAPEjlTKimmKYk/GfxCYHzWmkGUpNxE4z1QQ3/wzFNaebRKYkAlIiWM0I5v2fWX0FGEeGJqxP0TR1tfNHFTljq7+YRwNFF2lA0YPZ33Ehx72UPBlHSfh+KtxGlz6m5c/i0EwvJhWaqqobuz9+js3xKmOebO8NJd4tPqihNDubKDCzx9HnGYPlnz3HRaQpnA2qmq7uPym0R/OVjq90QqvzP6fSLfa/kOaSCIXoS8T1YrcykcqgmIM/xFfdWWBw6lT11dcJMXccKw672YnwmH3Rgy+CaZyIcappKqb5tby96UehRslfVQYXM65PQ2cfssuiOmZ8jo6669vhdrs93qfwvN0Oh+vumeu1WNY0ysM0/8tWXhH8nsEYjGL02uXcpeXeXj8+vd0d6rbneY0Mkv+w7MPr2/vDcdt1y0l7NFFBzjo/jGFzZ/IDNGvlvG54fHizErwsy7Lrdh2BnYKV/M57fbrfdssesIiyNznBz1pV057OLFlNmRXj594eb6zkvDheAoYI1/SvXh+HJVj6kWmYwc8e4VglHCa1GoxJoWHeGj6+1RNKLMapAOUEy9eX60IkW/5u86OKTWsZUvqs6bXCvb19PHgNW0JP/rngLL3G0/Oft/H7PYPqoI6yK1hP9/hqNYqwsVMcbXIdbbsQ4YRgDy/DP+uUmq40qjRqRZdj/XDw8qdnpVfNwp/b2e2z8nRsNxo31z+PF4O2QQ0cJVzmD/D5xpOOz05W7DXunh6Pz4IA7HaH2+v7hzc7ZbQSmpZnH9c/iRWCmU6FhBPkRHxr+9aw5LXW316OCWZlIq/ldp8fbg4NeV8a9cc/guNSo0JCj3MsdHgj8k6r4dkvz7dVLtV6e//qiVjajcPjj9/H1t5kBs1e/mWKn8AxvJv720ue3r1+qeNHJDha9z/LWN2JASeo1Dby8h5svDjLuntYX34C3eeEXvFBNl63X7P2ahDp9ATNqfSrYx1rLg3vaftRAlvf25jW7cZTqT731eAyBPVYUjCGbx5dUyLsvNf7zy1q+46Za8M7/ozjtDWhCGqRiGDrWLfQnh+On9705vAF03zj5ke46l4HS8mMxS1d33gcP+9wLOUNrdF0vJnPlgTm8/Z4Wq5s3r4gWrXs49chUgZLykXNpXjDnrkEtBuvxStxF/4sClRFM3Td0AjoupY69HuT9nRUSIXrdws9+ea7meqMclF9KSyn+cA5jGU9FtFnf7OPB6aOvKAMsoCGqQfRrig82ty+8oc37obfhBqBtgELMpfC5907WEPKYN7z0q/lz1amqSnUF8AQE/5fcXTTmbQL/DDHRLVh+/edlDrlJCqcYLLJbI8POWXZXewCRVdkvArRVGuOPuiNc/ey+8SO0W58n4ozWpFlqlosvOOZMbzkAGV219pEhqGwsG8JfvSnLCishME+pwpec67aePomsdGKweerR8IbjoyHWnX5AEdLnTkaOSJZXDRlMwm7yUKkcphY0cJ4LJ1U94YJ28bd90j/TNtODEJFFPSPjH68G+kGLvYDnQftYfGGWQt6cRQRYTGJot5qYGR3VMDT0XNuu3ubo3iRplsRxuCyUEwBwQe6s7b3Iu56f2kYfNGpJ8AwQyOajaejDv5Lt7/w2/veL1PXBD6r5FyvQ6aQW/WvF/5TlWZK4CvSfKIkalsihfZ3vzSBMk09Xo5PBY+m80kQGpimHdmz1mVahW1/NYpNwmVU1RCsiacG21RRTm1WOsJP0Qfx/HyQtNnx9yuFb0xyI5SJIDy6DxTFxsOX4MVhp5O9FQUhf9+rsKWjiDv6U7axmldOAXL9fSIV+TlqmmigPcIrrZtP4ZMD3yTv1OKit9Ubb/h8mjNN46egD/ayjXUGWvM4wxHQNHvC9hyJnmq9fxiZIuj0yJEoAX7ZkXLRxjtGcDQxKXqJZBksP+DDdf0YEauitvEvrzMUva91w+2JZ7QWYub2TLmoJ0jgcY2tTdW12Ud91D4hdKICmBO8hdcNz/v9+MHnFsMUBIWGL+GWCacn9Km746FErbb7TODdj9LwL9wOgXi619dfy0ndmNIo2snuq0VJFJ2gGxmcf0Yn2Et3PXxOYLs+sdTWXNUouSt5n+UXwsyE6CASTs07q4DJLFaMQvWSJa23x4e3+m+PwW/77un++bZQ1ewsQ0oRSvh94e1FQN5h7tCHDyAIrVeEoB8wHqoUZYZ0tw93B0sO1WRu/frh6brIKTeme6YmJul32RR74v0VaPQa2KigPfkaFYKamT/A5vVLGocqiR3aabzp5j5Ps6PIZHx58h3oJUf4i6zaQDS6pgavhTSZsUm1ZzPKHeD2yfOYlVwCyVn+vstHDmdqlmeVaI0Fz/0CaEUkj0tDG9i6gUuIhVIaLSX0ZMihttbxzTqHHsWyccjFKaYrmkpmRN/gpvE1iDAhxkgtwsYLWgaN5yv6XHrE9V1BDNgW/g99ajdyfp4OUXKTdRjfQKgrEkQzEScbwnKsG371fergcCRzoPlc94TjS9MSEpFtHYAMsqCayHoajQcRx9bepCrc5Kvt+zFRgpUa4mNvFqyYk9MigBN0BqISevsuBpISaj28vSTSYd3NYJ1Jj9e6HG+S/JGtJXPy7a6+FnrkCmDKozSKLmEnOWk15QXOSpDyrXsh9mB53s2xKNOiNbx+sISQqu29iddxGQKKxjz//U/AmAh7pYditkBuDa7cu5FGmJ2yEpjdEAeQbO/w8nzKvzJ8vMNxCsu6FwhyRu9BeKGpchKaEyJvTaTcg6y3D3yPlwbUgwSinYOCDlbjcD5e3d3ecMdouofChix1UK2CL8w4mRJDXYk5kx7ahGcgGm2DOa+Id3DLfGN1y7urGP+7fWhwHBsH4VvUKtPir+M2Uf4IQRQiA3ShUFtCJJ937kW9ea7+zvUDD2HZgoPbBYqqGV/GbfoOkYU637Phb3g1c+dRlaAmy8E7ah/XLwz83fIwZN27R79wa/RVX3UVZ8QUMufsE6rNeNwA3QHt5HR/4qWyvIfL3bfXB0aqHrY+RwOw40SO1g5+6QUZL+fBJf41fLO3ICle2aoXYMJpkaz536bUVhKAb3X6owz6ncKUy24mRrOT9B7Qg9sa0W00nCAxTjV+c/+By+mHGZEa6Gkg7D12PZpwVVUzrxQPX3//fipgoNP5MuoNzDCFWhBPZuOC/T8ySvWw33BJ9DcVZxDE2WX6COVSPsNFwJZKCvbJhjg41Kp5raN2FIa6prBAm5KWQoXBbiofwS2jVA+pv1cZXakqltBEn1Liq0thRCxfBcVhgD022BH2V4SR6svCR0jQ8icBKOhSLEYxlFiuilnfUBQbiKNOyRfUkG8pOAJrFx/ihrAQnYuKrgdHyG7hkvAiJahiuG3iUEP1egjJrL7GVHZicNR9b1ChgaQNcDbEuedkEVqlXcYA0UKFkwOoM/wW9sE61s/TaHM8oFFSFf0rgKHtRRxp0MC2eaypGWe7hM7QDQjlhhfax6Mw+xqyfLuvtnSEe3JTjejs09KKGuH08H8Cyoliq6/m+FtdiqJ1x/d5mj5JQ2pWGnLIGIbw3fMw1+XjuSZE2mBCeEEdT+eiEs25rqHSZkUzUk6q136FIYT3acGhYoqZgG+gu+NAzHj1KxT8GSOorI0vkomgqig9/ihwIHrsCKlefs7P14+ZFzVBz9BXk1l74baazVZz5M/TFA2HnWOituBQTBdeajeQw6Qp1+0TdqBeJjA6jixab4klzoM+iwFZtHKG/v0VL0nUjMFSThByR+3Y4SVcSrhDkuMWjDV0N/IwJcajlkuUPAVtwrKQMXaf3gm73mBKCpgz50zSuaFQCtXMqIQnLWakcJiE8LB+tP1dz9FpDgKQr5eQKdXj2XeahM9YLEvAJeqFcqbEY8MiUYoTLcpVK3fO/Mk1Dd0NZpB6J3KFNrDZQpCq0575J95HxCjyba09aSvJ0tUzwn7Dop36uWKQ/t6k4hKzytZdzmDLwWKQfRErmFfTINTDcm0VVAeN+64fQRhSRZPGawYnLe45yyauYtRNVzS7WkcpO7cgMk6FDEHDdPjGuGq6XWHp/s+h2oex7iaxm+w7+oyFkdfyc+BTJlpYsJAHZuRiVYpurnUo/2KbuBtN/paxQWRB2R2KiDa7Yh+s4b4zwxDEbHhKFvZBL0oQrFg12JyF5NJiHawFDiqv3FXQB92Df2tM0n8GZesjxjSiayLu+XVvgUbfO7VcnkVVncltyKboWMhewyG+lUafmhMivvn9XRDObLaLv9AnRhH69RMh0gb92SdhmJwLH8McUhnlbOLTkMkp1cHS230DzaacnYIKhtQroq0aJRdxTBgEClaAfsh8CrMsV7icCBJY6JREC06wdbt9fn4eFnkYN79MU9KTMgqyxYC69LJsX2oorJddNLWMyHbkmsZMLEE8jbGzJjEMnRNmJzH/UzexfAfd4eMdVEBZ9ad8PK0/lovwmjSmXu5zJcFiZCjMyAb/Kl4cYWnoz+Em1KkV0ydbdopIx8BH5cLdZlpvCRVrdurqPzycz8M7NnK2sAQTqIZmH0zNDOdiVpjlz6jYL0kYNpcV1DzmxzPaLMWESfCLyaGU54Mca7Mb3tm83y786WvpX4CaabDTHxFeWBCOTqBPdp//EryI/BruZdblO7qh9xBxgSdcCYQnuzdF5aQnNTIC1Pou1b+nZEN5qLpDVBK90PKBBJqQnVD3YAumIVFoEKMip46qoFo0RUWg0fVdYcllhTy8oXeGTEH2onsDV61QJaEqJ18Zeb5H7YrRQDpkPySsjH0DNkkTzP/bOg622ewyIuIogy5xoVvlGdBESUEifJepgEqhLN5pkkbz7Ik0Qm9xh38j0yBC9o0J+MuxWFujopqGdXi9O9gN2QFbCoRMT5iJpGJQ4QotOSfJP06XJ7PSe/L4V/pt4MT8yOKMWXOfJdCMhlPCqb2e1YbeD9frNDHq/XciMrzX855/usmlN5bIfGTMwTHUihTGzHRSNc4FXwijYQleREfi0rCf+VZVfgmIyqBqYqof5Z1vaJnd+5u3KvUFLeIEb+CUvdvjkQsayjwYtwPFrEhcQMDC5A4Twko5PyCMmPcZ8UnrHc5WQDoN8K15pL7BexEht0xpbfltVCn0lssrPdpeg5dCdULpXjRDiVlw6AMC7FdwzRkja8rShAgjFMMhxoyoFMIZ/q4aTOz3QjPktSsgkl/ZB8MsesN0VRcqzrguHWTukyKtBCxmfiJrEBZ0bSOwxdl2LQlrYjrgQt7PFLpvjZSBliHYXEyFG+PG6UN50O4ZWA1T3F4aAmG1ehkvQPIv9wGDKamz51o1YMhyvEC68rA94dScNcGZrkT1snuXLLAMwc5+YA5wtRHxxioq/XkIHQrYHSbmDvP9NUFccLrJyQ8GPvgn2JYOidxigd+xJvHhQFIfiANTyfnC18VZltlyTFVVQqTiEc6h/qLf6EqERBn8Hf2ZpBgihEhqs1OQR+UTlYyHW4YW2T7K0zdgejAWId3p1sRJs3u1C+LtnV+qdOpEq1AZKwRnHxedYJTX6c+5bQWxXhBzIE4PhCEJ/XIMQfSwr7pEo2GLAS9VmX1dBKlTVxVuLqTPc3Z2J4kLGpCmP8urohgWWIj0FjGKKn6Ww55FGItqUrLugFp/gZe9+SvLWkdsoRllPhDOCtN7ZyORNbQK951TFvEWnMCQ/0bGcJm56TmBA+tkjsU+yUAPL3FerDLG5yC2QOwXbsIBZ2ECkbIehKEqeNdyeJRjSOxfW8AQhyQhM5FhOAJt4pLkARKpw04Dwig4hkQzRRja4hm2s/jWxzC8lzE0RAzHxOLPYXhJYvYMaEz4RMUY3p/BkDgVHAFD9SIM6xKGhohh7gxVEUO33z+FMcHHETFM9/EEhhmV1kUMK5+hehJDInkEDFURw5RgBAyncWhEJ/zCS0PGkCQEYgztojPkGGqXYCie7rPEaeDOMK4AvJRzGmIchrgUo5ZwRq3QViNAFBAHCS/yFq2c00BqscRLP0SlMi+dSZJnQSKUDj2iPlFssd1CCFsvl5DkKmMlgdgnXH4Ahiy7pgTDuNIZqpmfU5KHdp1SHYnbcAxHkl+nQ1g/ipNcEQd/uX8VKuFR7ZgbO6LaQBKyZIlvSxgiKoCDKKdSpNPAPZR3i90zknXCMHKJvxlr9VD+VioilxB04scObgIehSYuAp4osZW0tl12k7FOY8jsmcI4p5cSrsVqb8ey5BnURP8wiDIkvsfEpVAWRhhl6KkOim8vSPI62xPQvHkU8QjmFHupI53hjrCqUs0b2RYkXYBXyPgkr5uHzIhzkQtIYPQIQzgROc2WQkFaBwmucufWLXEQWCyPADSAN/gRrCdNsp7UIgyhbjtnH7IkhYUjWcCE7XF6IMw1xL7SHYm5yjYjYEOzf9EvIykhbyuHLm5EztOKZYOX6P9FFg6kkXAbH7xkLKelA7nD7A/gYq4Yje10XTcF0xO4Uc2I83J/DAUjmIbdGqF8tuCj7E6UvdSBKoVSZKuVA/HTqA7ja8036ZKTLUCuNTgDToKL2UyKyKSHmF3Fnuz8osF+BecEjMk1VNgjQVi8sb8gaSgsMOyGIru7ugKXbYEnyiWhM+Rre5d8bYSRcwqHUz8h7pgIScTQYCNWRtP+i8JuTxwSmmPsjqQO8TUQP7zdoI4H6qVmu+QWOYsAejIB00tNCWyf1Xtxpzg0JCjjlARYbZQaxnO68OlepckJBnYfd3QpEWJNgqSclRJFi3umQDmusS1ZhJnJaRapillOG2ZCtBKI7j08jflQKC9UTmF4taH1WTVFD4NoNlvGJu8uoAX4goJ85NIQ7BuLXcNH2HW6pl2xWqoWFqCAx4PHLYZS3GIhvz+fJFYES9pKIiWAbOQDT8QUS6ZGNBGCrRfiFm90CS2JlcImOzxHaKYTNapIF87FniA7mN3qvuwVHxGUz/iemrMw162GnaDAf2AvEGMkR8Z1NoiZMscUuHXQXd4TT0SuiCCFXPzQfZWuOclB4lpkC6RX70yeIupHwCDNODXEdSzgTqEcp65l2bbNI6RgDXiU0SxA4LAluVGpOExOhFwOxGdfRO/rVTvdA8fhyyJajHo2H5q03+f53WRZg7ng8ID9klocvNbrr9yfTBP66BdpLIiRQj5kiqADrJGjfy+71GemGeKbMyLKd5FzUoJxL2QZ0ZmJYupyaTt0AJCq1Jq3qENok0ZM6QfQcNRhf5HjFcKzcgFEsC54culVZyyWSNDmIOf7tDSn+6y3maM4mmEOorkcexrDBpxK3AbjkKcOE5MU6d3A/H4VR7YgQMxvVbchqkh5aBO9s1pNQD+tm4njtF5mlGMEI4Xk0jq9E34d6hyj17ADySEio0n1pJLlZpILd0yCPP3ybA+g7GIBewn0V1Uq1IhSyoMWyQZnKiH/zkops52yt5BSBOSWfzyX7UGSFdXCUM8l0I9JfbxanCYCMJTrBpZEy+JUBxkzpTlN0GaAr3YIF7E8i3VE+wJ8amjaiOZCawU2CAcIlzKlNK0qUQXOQXyLqlJGCFCLwNN9oJwENxmQATJOtctLrDiM6WCr0+njYO9b73QXprlkSnBhFJqjKcyhTSk/j5eG6PfJQx/yigtCTs3prMpYD3fHEByc1P9yaW5QgMV7yTWJPeyUSq8ppL7yxV5LilsB7PWaFJYDaC1D3VTnp9acvTQ2a9DmPTytORBhyDUcYHOozg7yFsovM+Tq46qnhlRQkgfKTo1ICslkeq5qBieKA5IbuGejMhTzNIKQKcmVyDER96iZHKQWnkjSngBH47fhCfwkJ1IlwVhX5SKT2MlORnGisgmVzf4yoKMyas7gjO5HXA4274I3gRx/LqkmEIgvv81gAaLNhFyIE0KfJ3b/EreuR60kJezNihJ4xhNdY/WIWnAmsgpKNycnIEnk+yVKqXqqkqCTORxUFLFsgZC1T7x7oUC5pJibzzo+pB34nNXS570h3dF0HtUMZHGcbUJDs8dYHiFYgpjFwQHpJ/pn0do1xG1piuep9ggzmtst2J2dWOiiaISDXrTf72b7fRQHOu9Pm6pqxuxcXPUoZ+4D08CKOvFS1MxTm7XRZTK9hX5+NydEcRPamakit3F3Jq2GASwVzUgbtDpohGVWKptzxOWAth7hXJ0aTlwldmm7i1MP6piyst6ihc6nEnr7tFONLvTJu5pGmjxwlR8cvaX6anM+bAykZDGVFDzuKuKbpKXzSSK9ylrTZLosJzcQiaebMkJIINcOqOn3dIPhVOPmb5aYmhag67UqPQiHRGrZ3JCDBCfEZ6BLgHKmUqdN5DdWXYHXWCcblWQetSxzRPYBTSeGKUwFVhmKyd2MKw3Gc4HNoNILyLdGpXngBCmzKyhQdxfSgOkdP907dEbbAWnydI9mfx4PdF7zzKhT6S1zkxI7hWF/2gqP96AFNywWfTtD5iHFADmiyA2QKLy24P4p+SL1i2oFM5IW433wKzRN3dANQ9NNMzSjeX5SorsMBgWNF4fQTIL73FJ/hJoACltRHW5wrtpqCoFnpLweieP5JDu9Qt33a78Ke440F+PNbJfCvF08NiCt3lecnEtkDXzU4pY4LWBCZXigsZ0fJNgiydAoykZtKJQgWPxNjmI+DlMBOjtCybJKQrk5SsGk/iHs0wH12Dn/ZpJGJZR/3dPGEWe4wl6nHFPRi6ZdnYTxigajpBA8vYSoPc4c2pxpnHH7oMNVsFM7UION3VW2fA8A1sejwGHnDuMnhrK5BMdpxJq8itUaLHqCImx9kE1I16fO1gqtLFh4BBtZwE7thlhFdp2ONMS9ckgfRThGI25XTQBbTFTafiChHkFiX8Pu4i4ZezL5EaV6gZ9UVSp1WMjCggmfQpFLCJZK7ox19nKhV87Vosf1bcdcVRrd6Sc2BhWRyZeERtdD2pcQVTynYdT0b7HBTKS9WrFLBrT2wPVnw6KKVdoyQ0CxtUQ6tWLUzgxKb41mK0PjUlIXedSQVkyhS+jWwPuP1Ceq4QTVEiMhcVRQfyBaeoOfcE07DYrGY3vAxoemUXOztyxqmETeNItUtCHJAYqu/uGBtg5DL6ZJOKgNEtVwTvoiMUDkE4/m6qZzX+zfQqXSkNb7iISayG3TIYo1CcobphnvxlNhlq678OcTNRS61ySWssgnhnSMDZ78MCbKExb2jJEOqjarmSr5XRq+ep71KBIBrYdJ9EXxlKaRzlXRzJWh6Wqw6k0mu9lstp/EvdXA0TVRWzUCKZZxTWve7Fe54aYqtAR0Lz1CVoPmYEOhu93KalvrhXag994lQhwHzMPENO1sgIdhkAke1L/GOK8u93Fnky1sD7HwHjAlHF3aQLOOE0mQMoxgWcXFpghe2ClacjnyODYdYXSFFD7EoJhBrknvC5uhgScw0MlT+Lj6YFCH8jy4UwCe7FNeqwy6DEU7N4ylNZ0EuoJsXQmYvWgovbm8+7znl1VHSgX4IFShTyTwfpRWWQFckGpnm782X/ggmHzR62izCk3a6qsQT0cLnWWubdvVljX8tLBzwaePUhGNkk48ibFwQaHHFS2QqdIZ9YWKLLtxKPB09NMhJInJIOKXpbImTNaJdwUv4CM7EnsCUf+CDo/CwwzcXr5vdRVo0prlwrQNAfhUHateVDXZ7E9n0WqgaqZhpEOCnITh6KY2COJlW+79lMHwjk+Swm13+xkuibYlxPJ2BX2rK8G0Kp3ibof10qaszXSy3G4ZEdjN2v6iZOu6D3zaoIcnrnV6RSG4BRje5uXtTXf0Up/X1od8fJfVyI23ugjce4s9S/S092mzfSF2RqMmUgeAau+CoVNVpEz3Dc2YqxfOmKsEzes70nmLPAhz534MCoKiY3KkCVfOR+ZEjGlkvcoVvueUWm80PjbrNsGPj0tOKBQ/pAMnqKoCLm0whfOzXyvBkvRqqeD6uMoo1ebkVX+pNCcXw/qI22RbtmBtj+gdrAlThEYGJdyPTReAcruaqldhU90HNPDYtho3xaPSS2D4IIxr9cSJh3xIiNDWlzapOO9BLIMpTJmo2EwbNzsmo9K3lZBsDe/ruDd7QgKiPcZmaKgiZ5/AbAGzUjpPIcwof67W8qklEFo2Kv39uD6JZTq2+tXmcw4zAn0Qr/GG6bdimzg6W7Pi6oqXDM6BygMYEmHWYEslJ+ndPRS21SeN9W9saT6L5b1JInXP8lND4QT9EAxt8zOZLp0A8mUqC9TuY13q1ZLOffjtpfPVt9shge3z/cub9dvLTZ9JxKmk+S161JeuagLHS7vCZQZYJfdaOfjUONAqmybrx0O+H002OSdFKIVGfrwF3L+bocSC2wEoZYkRLayAjZ44nWZeAeYkqJRc8uoytXs8eMVNd6A8sggSen6UNXd3yTM1xPfzPDg5BeRyoO3XL2PJ24dcZ6hTkBzf+3VOgtLc4oSINHGGRiemPLC0gWB1oMMgasq5dBARus/vB6v4JGXsGvW7+3XuKPp7PvnREIeEurS/rTj17qPAH2dceKfd7eNdduXKcMuGz9RfigaqteYOG2ulhOKgXjfLZMw8P5/jMhRGtDv4CScoD3AAAAQ7SURBVBT9STQrjC53t4/vd3XCWmxom2+nHdsS5OzD+8Mxf3gJNNs9g/gjUwodiCygnyVGqJ/RZWTo18A1pgxKPAVzU3PMQVnEurseXj8+vZG5R3Y2wevu5uG4vS3E7irdL1TAoEtB5T7XUecfx0mCKTSaU5Vif1YfGkioOY+SCF2A02/zY5PGMVI3sZRqk+qoxIn1pWPnCIpZXLFI9Ldp22A92H0yH9odxw7y8+ux5MfxA9KvOnV6f+kUqCmbolrk8YH2CpnYqu0/cTk6s1iYuBrOJGHg0wbZ6ifU7WKYDkB/U/U4d0wdXeEebC0cVJ8ii8EdT0KdZlVnBLqX3zSDis0vJlEC04BmBTmrnAewrWrIH6rog2hzsltEHtzpcqU76CGq1pMzU1us4XDNmH8piRLo0+olVTFyLHU6CYXaJsXUo3nlTjWd9nIVGiSNC15harlcsAVPBQznn8WmEPoxS3cN836RKURya9SP7+imlmA5Or3ZncU4wU43FHF/evkz2rBIo1N1OMrF4EYQF0nuecG8ymmkchzJP4rpBPF+5vddtyUuudly3Wl7N+kNhIJEUtO2khlMOp1Up39wNpv4E9BchpSdFJrEi6VuOhjJWg1myiireLKfzefz9rid/LtMc0zTIRDgn+AJfYoW5ibIX6VtzXX6h/pHknWqQxuEVVnCvzuPDWnVgKjjaIau61r2r0FCiDlQzMG+YP2dnalQ8v+WkZYYYHRs+XiLhCkONDFzVqUMJId3DX2eZmLGmyKFgRwgBLd338BERehHppNwglMb6Y6XNcIay0OHqoif4phmXCxG+/uQRVq1S82bj8EsiuQhRjloTXfxIJ21wjGRjhXTpq73Jpt+4eG4m5pGt0Q1T/Ur+lKoRCitxXi/Sm6d5uSCh/zokt+nU5+KcxWvMi2c/bliXpws9wPgTue7aGWGpp7lJzBIMDPNsNbbz8YnOKMfh5wfmb0fodCPQMtNxPp8uYyiuJdBHEWT5Wzjl0yYo19bRIzfphHjDw3K+3FwCVT5Uz/SNJZ2pJrfOmb9D0BnE4QOv7Na7ftmrP8JaI52K1NB7MiYfKsW89PgtiMTZ/Mp4er/iUD7/kTjBV+ZnrO6LE3mb4Zmpz1ZMcWd0Kc+OKtb/Feg489imDfH8TOD/wv83P4isfATe1mqAVP0+Ds8FT8LiV43W0Yrw2QONCofFE2J/f+EhKcw3UfRfrdrA8x2uyhaaWGqzCnMu81sZs0c7P5j8mGsJogYmmYCJEoqYCZbV2qaazopTQz/a6GmiFmmzGkhIZg6PHqFRvBfDv1QRk08NoKdY5jBvsBF81+ATliGHQVH11bRrixd8T8AK60YsSyNNvXERXP/kjbgfx+MeqFhOGnyLAVH04zEBA560XLu/3ePjkNnPNtPoh6HtPKiPR31O5cm+P2Df/AP/sE/+Af/4B8Uwf8AUIW3fkDapSUAAAAASUVORK5CYII=",0,GB-COH-OC388087,0,0,0,GB,0,0,0,0,30,0,odc-by,active,0
_path_,PATH,0,not_specified,0,0,0,"2201 Westlake Avenue, Suite 200, Seattle, WA 98121, USA",0,0,US-EIN-91-1157127,0,0,0,US,0,0,0,0,21,0,notspecified,active,0
across,Across,0,quarterly,0,new interface on Across website,0,ikagwiria@across-sudan.org,http://www.across-sudan.org/,0,KE-NGC-9381,projects and programmes,0,0,KE,"Across is a Christian NGO working in South Sudan in the areas of relief, education and community development",0,0,0,21,segmented,other-at,active,1 month
fian-belgium,FIAN Belgium,0,not_specified,0,0,0,"35, rue Van Elewyck
1050 Bruxelles
Belgium",https://www.flickr.com/photos/85371518@N07/9510367700/in/photostream/lightbox/,0,BE-BCE_KBO-0432622077,0,0,0,BE,0,0,0,0,22,0,cc-by-sa,active,0
mmha,Miel Maya Honing asbl,0,not_specified,0,0,0,rue Ste-Walburge 207 B-4000 Liège,https://www.maya.be,0,BE-BCE_KBO-0415426155,0,0,0,BE,0,0,0,0,22,0,notspecified,active,0
ipis,International Peace Information Service,0,not_specified,0,0,0,"Italiëlei 98a, 2000 Antwerpen, Belgium",0,0,BE-BCE_KB0-0421408778,0,0,0,BE,0,0,0,0,22,0,cc-by,active,0
toffo,Commune de Toffo - Bénin,0,not_specified,0,0,0,0,0,0,BJ-IFU-5200081145006,0,0,0,BJ,0,0,0,0,15,0,odc-by,active,0
carpo,CARPO - Center for Applied Research in Partnership with the Orient,0,not_specified,0,0,0,"CARPO e.V.
Kaiser-Friedrich-Str. 13
53113 Bonn
Germany",0,0,DE-CR-RA000220-VR9971,0,0,0,DE,"CARPO was founded in 2014 by Germany-based academics trained in the fields of Near and Middle Eastern Studies, Political Science and Social Anthropology. Our work is situated at the nexus of research, consultancy and exchange with a focus on implementing projects in close cooperation and partnership with stakeholders in the Orient. Our mission is to conduct independent research and analysis in partnership with experts from the Orient. We believe that a prosperous and peaceful future for the region can best be achieved through inclusive policy making and economic investment that engages the creative and resourceful potential of all relevant actors. Therefore, CARPO opens enduring channels for interactive knowledge transfer between academics, citizens, entrepreneurs, and policy-makers. Our network of researchers and experts establishes a functional interface between state, economy, and society to generate both context-specific and globally relevant knowledge.",0,0,0,21,0,other-at,active,0
brujula,Brujula Comunicaciones Estrategicas SAS,0,not_specified,0,0,0,"Calle 39A # 20-40 
Bogota",0,0,CO-RUE-830140714-1,0,0,0,CO,0,0,0,0,70,0,other-open,active,0
hdt,Human Dignity Trust,0,not_specified,0,0,0,"Human Dignity Trust
4th Floor West – Quality House
5-9 Quality Court, Chancery Lane
London WC2A 1HP
United Kingdom",0,0,GB-CHC-1158093,0,0,0,GB,"Formed in 2011, the Human Dignity Trust is the only organisation working globally to use strategic litigation to defend the human rights of LGBT people. Based in London, our team of lawyers, researchers, activists and communications specialists work with activists and lawyers across the world. ",0,0,0,21,0,cc-by,active,0
