Publisher Name,Publisher Registry Id,Publisher Type,Number of Activities,Publishing Humanitarian,Using Humanitarian Attribute,Appeal or Emergency Details,Clusters,Humanitarian Score
University of Leeds,leedsuni,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University of Leicester,leics,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University of Liberal Arts Bangladesh,chpd_ulab,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University Of Liverpool,uol,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University of Nottingham,uni_of_nottingham,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University of Plymouth,uop,"Academic, Training and Research",1,100,100.0,0.0,0.0,50.0
University of Southampton,soton,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University of Strathclyde,strathclyde,"Academic, Training and Research",2,100,100.0,0.0,0.0,50.0
University of Sussex,uos,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University of York,uoy,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University Of Zimbabwe,1-uz,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University Putra Malaysia,upm,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University Twente,utwente,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Upinion Netherlands,upinion,Private Sector,2,100,100.0,0.0,0.0,50.0
Upper Quartile,uq,Private Sector,0,0,0.0,0.0,0.0,0.0
Urgent Action Fund for Women's Human Rights,uaf,International NGO,0,0,0.0,0.0,0.0,0.0
Urgent Action Fund Latin America and the Caribbean,uafla,Regional NGO,0,0,0.0,0.0,0.0,0.0
Urgent Action Fund-Africa,uaf-africa,Regional NGO,0,0,0.0,0.0,0.0,0.0
UTZ,utz,International NGO,0,0,0.0,0.0,0.0,0.0
UWEZO Youth Empowerment,uwezo_youth_empowerment,National NGO,0,0,0.0,0.0,0.0,0.0
Varkey Foundation,varkeyfoundation,International NGO,12,100,100.0,0.0,0.0,50.0
VEI B.V.,vei_nl,Private Sector,0,0,0.0,0.0,0.0,0.0
Vera Solutions,vera-solutions,Private Sector,0,0,0.0,0.0,0.0,0.0
VETERINAIRES SANS FRONTIERES / DIERENARTSEN ZONDER GRENZEN - BELGIUM,vsfbelgium,National NGO,0,0,0.0,0.0,0.0,0.0
VIA Don Bosco,via-db,National NGO,0,0,0.0,0.0,0.0,0.0
Village Enterprise,villageenterprise,International NGO,0,0,0.0,0.0,0.0,0.0
Village Infrastructure Angels,via,Private Sector,0,0,0.0,0.0,0.0,0.0
Village Water Ltd,villagewater,International NGO,0,0,0.0,0.0,0.0,0.0
Vision Aid Overseas,vao,International NGO,0,0,0.0,0.0,0.0,0.0
Vision for a Nation Foundation,vfan,International NGO,0,0,0.0,0.0,0.0,0.0
VisionFund International,vfi,International NGO,0,0,0.0,0.0,0.0,0.0
Viva,viva,International NGO,0,0,0.0,0.0,0.0,0.0
Viva Salud,g3w-m3m_admin,National NGO,0,0,0.0,0.0,0.0,0.0
Vlaamse Interuniversitaire Raad voor Universitaire Ontwikkelingssamenwerking (VLIR-UOS),vlir-uos,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
VNG International,vngi,Other Public Sector,0,0,0.0,0.0,0.0,0.0
Voluntary Health Association of India,vhai-org,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Voluntary Service Overseas (VSO),vso,International NGO,0,0,0.0,0.0,0.0,0.0
VVOB Education for Development,vvob,Other Public Sector,0,0,0.0,0.0,0.0,0.0
VVSG - Vereniging van Vlaamse Steden en Gemeenten,vvsg,Other Public Sector,0,0,0.0,0.0,0.0,0.0
Wageningen University & Research - Stichting Wageningen Research,wageningen_ur,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
WAJIBU - Institute of Public Accountability,wajibu,National NGO,0,0,0.0,0.0,0.0,0.0
Wala Ltd,walaltd,Private Sector,0,0,0.0,0.0,0.0,0.0
WAPA International ASBL,wapa,National NGO,1,100,0.0,0.0,0.0,25.0
War Child Alliance Foundation,wcaf,International NGO,0,0,0.0,0.0,0.0,0.0
War Child Canada,wcc,International NGO,1,100,100.0,0.0,0.0,50.0
War Child Netherlands,warchildholland,International NGO,395,100,100.0,0.0,0.0,50.0
War Child UK,wcuk,International NGO,104,100,100.0,0.0,0.0,50.0
War on Want,waronwant,International NGO,0,0,0.0,0.0,0.0,0.0
War on Want NI,wowni,International NGO,0,0,0.0,0.0,0.0,0.0
WASH Alliance International,wai,International NGO,0,0,0.0,0.0,0.0,0.0
WASTE advisers on urban environment and development,waste,Foundation,0,0,0.0,0.0,0.0,0.0
WasteAid UK,wasteaid,International NGO,8,100,100.0,0.0,0.0,50.0
Water & Land Resource Center,wlrc_aau,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Water & Sanitation for the Urban Poor (WSUP),wsup,Public Private Partnership,0,0,0.0,0.0,0.0,0.0
Water Finance Facility,wff,Private Sector,0,0,0.0,0.0,0.0,0.0
Water for People,w4p,International NGO,0,0,0.0,0.0,0.0,0.0
Water Integrity Network Association,win,International NGO,0,0,0.0,0.0,0.0,0.0
Water Sector Regulatory Council,wsrc1,Other Public Sector,0,0,0.0,0.0,0.0,0.0
Water Witness International,water-witness-international,International NGO,0,0,0.0,0.0,0.0,0.0
Water Works,waterworks,International NGO,0,0,0.0,0.0,0.0,0.0
WaterAid,wateraid,International NGO,0,0,0.0,0.0,0.0,0.0
Wayamo Foundation,wayamo,International NGO,0,0,0.0,0.0,0.0,0.0
We Effect,weeffect,International NGO,0,0,0.0,0.0,0.0,0.0
We World - GVC Onlus,ww-gvc,International NGO,6,100,100.0,0.0,0.0,50.0
Welbodi Partnership,welbodipartnership,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Welfare Association (Taawon),welfare_taawon,International NGO,0,0,0.0,0.0,0.0,0.0
Wellfound,wellfound,International NGO,0,0,0.0,0.0,0.0,0.0
Welsh Centre for International Affairs,wcia,National NGO,0,0,0.0,0.0,0.0,0.0
Welthungerhilfe,whh,International NGO,66,100,100.0,0.0,0.0,50.0
Wemos Foundation,wemos,International NGO,0,0,0.0,0.0,0.0,0.0
Wereldsolidariteit-Solidarité Mondiale (WSM),wsm,National NGO,0,0,0.0,0.0,0.0,0.0
West Africa Blue,blue,Private Sector,0,0,0.0,0.0,0.0,0.0
West Africa Network for Peacebuilding,wanep,Regional NGO,0,0,0.0,0.0,0.0,0.0
Westminster Foundation for Democracy,wfd,Other Public Sector,0,0,0.0,0.0,0.0,0.0
Wetlands International,wi,International NGO,30,100,0.0,0.0,0.0,25.0
Wildlife Conservation Society,wcs,International NGO,0,0,0.0,0.0,0.0,0.0
WILPF,wilpf_22,International NGO,1,100,100.0,0.0,0.0,50.0
Win Win Strategies,wws,International NGO,0,0,0.0,0.0,0.0,0.0
Windle Trust Kenya,wtk,National NGO,0,0,0.0,0.0,0.0,0.0
Wits Health Consortium (Pty) Ltd,whc,Private Sector,0,0,0.0,0.0,0.0,0.0
WNF Wereld Natuur Fonds,wnf,International NGO,0,0,0.0,0.0,0.0,0.0
"WO=MEN, Dutch Gender Platform",wo-men,National NGO,0,0,0.0,0.0,0.0,0.0
Wolayita Development Association,woda_0486,"Academic, Training and Research",1,100,100.0,0.0,0.0,50.0
Womankind Worldwide,womankindworld,International NGO,0,0,0.0,0.0,0.0,0.0
Women and Children First (UK),wcf,International NGO,0,0,0.0,0.0,0.0,0.0
Women Challenged to Challenge,wctc,National NGO,0,0,0.0,0.0,0.0,0.0
Women Engage for a Common Future,wecf,International NGO,0,0,0.0,0.0,0.0,0.0
Women Environmental Programme,wep,National NGO,0,0,0.0,0.0,0.0,0.0
Women for Women International (UK),wfwiuk,International NGO,0,0,0.0,0.0,0.0,0.0
Women Peacemakers Program,wpp,International NGO,0,0,0.0,0.0,0.0,0.0
Women Unlimited Eswatini,wu,National NGO,4,100,100.0,0.0,0.0,50.0
Women's Action Group,wag-1983,National NGO,0,0,0.0,0.0,0.0,0.0
Women's Centre for Legal Aid and Counselling,wclac,National NGO,0,0,0.0,0.0,0.0,0.0
Women's Environment & Development Organization,wedo,International NGO,1,100,100.0,0.0,0.0,50.0
Women's Fund Asia,wf-asia,Regional NGO,0,0,0.0,0.0,0.0,0.0
Women's Global Network on Reproductive Rights,wgnrr_iati,International NGO,0,0,0.0,0.0,0.0,0.0
Women's International Peace Centre,wipc,International NGO,0,0,0.0,0.0,0.0,0.0
Women's Legal Resources Centre,wolrec,National NGO,1,100,100.0,0.0,0.0,50.0
Women's Refugee Commission,w_r_c,International NGO,6,100,100.0,0.0,0.0,50.0
World Agroforestry Centre,icraf_,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
World Association for Christian Communication (UK),wacc-uk,International NGO,0,0,0.0,0.0,0.0,0.0
World Bank Trust Funds,wbtf,Multilateral,234,100,0.0,0.0,0.0,25.0
World Benchmarking Alliance Foundation,wba,Foundation,0,0,0.0,0.0,0.0,0.0
World Child Cancer UK,wccuk,International NGO,0,0,0.0,0.0,0.0,0.0
World Economic Forum,worldeconomicforum,International NGO,0,0,0.0,0.0,0.0,0.0
World Economic Forum Geneva,weforum_geneva,International NGO,0,0,0.0,0.0,0.0,0.0
World Education Inc.,wei,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
World Federalist Movement - Institute for Global Policy,wfm-igp,International NGO,0,0,0.0,0.0,0.0,0.0
World Health Organization (WHO),who,Multilateral,4304,100,26.370817843866174,21.979553903345725,0.0,37.08759293680298
World Horse Welfare,whw2019,International NGO,0,0,0.0,0.0,0.0,0.0
World Jewish Relief,wjr_001,International NGO,7,100,100.0,0.0,0.0,50.0
World Relief Corp of National Association of Evangelicals,worldrelief,International NGO,0,0,0.0,0.0,0.0,0.0
World Resources Institute,wri,International NGO,0,0,0.0,0.0,0.0,0.0
World University Service of Canada,wusc,International NGO,0,0,0.0,0.0,0.0,0.0
World Vegetable Center,worldveg,International NGO,8,100,100.0,0.0,0.0,50.0
World Vision Central African Republic,wv_cf,International NGO,2,100,100.0,0.0,0.0,50.0
World Vision Democratic Republic of Congo,wv_cd,International NGO,17,100,100.0,0.0,0.0,50.0
World Vision Ethiopia,wv_et_activities,International NGO,7,100,100.0,0.0,0.0,50.0
World Vision Germany,wv_de,International NGO,81,100,100.0,0.0,0.0,50.0
World Vision International,wvi,International NGO,69,100,100.0,0.0,0.0,50.0
World Vision Netherlands,wvnld,Foundation,9,100,100.0,11.11111111111111,44.44444444444444,63.888888888888886
World Vision UK,wvuk,International NGO,0,0,0.0,0.0,0.0,0.0
World Vision Zimbabwe,wvz-gec,International NGO,4,100,100.0,0.0,0.0,50.0
World Waternet,worldwaternet,Foundation,7,100,100.0,14.285714285714285,0.0,53.57142857142857
World Wide Fund for Nature - Kenya,wwf-kenya,National NGO,0,0,0.0,0.0,0.0,0.0
World Wide Fund for Nature - Pakistan,wwfpakistan,International NGO,0,0,0.0,0.0,0.0,0.0
World Wide Fund for Nature Belgium (WWF-BE),wwf-be,National NGO,0,0,0.0,0.0,0.0,0.0
World Wide Fund for Nature Denmark,wwfdk,Foundation,0,0,0.0,0.0,0.0,0.0
World Wide Fund for Nature Zambia,wwfzambia,International NGO,0,0,0.0,0.0,0.0,0.0
"World Wildlife Fund Inc, Bolivia Program Office",wwf_bolivia,International NGO,0,0,0.0,0.0,0.0,0.0
World Young Women's Christian Association,world_ywca,International NGO,0,0,0.0,0.0,0.0,0.0
Worldwide Hospice Palliative Care Alliance,whpca,International NGO,0,0,0.0,0.0,0.0,0.0
WSP USA Solutions Inc.,lbg,Private Sector,0,0,0.0,0.0,0.0,0.0
WWF Indonesia,wwf_id,International NGO,0,0,0.0,0.0,0.0,0.0
WWF Paraguay,wwf-py,International NGO,0,0,0.0,0.0,0.0,0.0
WWF Sweden,wwf-se,International NGO,0,0,0.0,0.0,0.0,0.0
WWF TUNISIA,wwfna,International NGO,0,0,0.0,0.0,0.0,0.0
WWF-BRASIL,wwfbr,International NGO,0,0,0.0,0.0,0.0,0.0
WWF-UK,wwf-uk,International NGO,0,0,0.0,0.0,0.0,0.0
WYG International B.V.,wygi,Private Sector,0,0,0.0,0.0,0.0,0.0
Y Care International,ycare,International NGO,0,0,0.0,0.0,0.0,0.0
Yamaan Foundation for Health and Social Development,yffhsd,National NGO,0,0,0.0,0.0,0.0,0.0
Yayasan PEKKA,pekka_21,National NGO,0,0,0.0,0.0,0.0,0.0
YMCA of Liberia,libymca,National NGO,0,0,0.0,0.0,0.0,0.0
Young Africa International HUB,yai-hub,International NGO,2,100,100.0,0.0,0.0,50.0
Young Innovations Pvt. Ltd,yipl,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Young Women Christian Association of South Sudan (YWCA SS),ywcass,National NGO,0,0,0.0,0.0,0.0,0.0
Young Women's Christian Association of Kenya,ywcakenya,National NGO,0,0,0.0,0.0,0.0,0.0
Youth Business International,ybi,International NGO,0,0,0.0,0.0,0.0,0.0
Youth Development Labs Inc,ylabs,International NGO,1,100,100.0,0.0,0.0,50.0
Youth Net and Counselling - YONECO,yoneco1997,National NGO,0,0,0.0,0.0,0.0,0.0
Youth without border organization for development,ywbod,National NGO,0,0,0.0,0.0,0.0,0.0
YWCA of Bangladesh,ywcabd,National NGO,0,0,0.0,0.0,0.0,0.0
YWCA Palestine,ywca,National NGO,1,100,100.0,0.0,0.0,50.0
YY Ventures,yy_ventures,Private Sector,0,0,0.0,0.0,0.0,0.0
Zambia Orphans Aid UK,zoa_uk,International NGO,0,0,0.0,0.0,0.0,0.0
Zimbabwe Educational Trust,zet,International NGO,0,0,0.0,0.0,0.0,0.0
Zing,zing,Foundation,0,0,0.0,0.0,0.0,0.0
ZOA,zoa,International NGO,48,100,100.0,2.083333333333333,0.0,50.520833333333336
Zoological Society of London,zsl,International NGO,0,0,0.0,0.0,0.0,0.0
