Publisher Name,Publisher Registry Id,Transaction - Commitment (with valid data),Transaction - Disbursement or Expenditure (with valid data),Transaction - Traceability (with valid data),Budget (with valid data),Average (with valid data),Transaction - Commitment (with any data),Transaction - Disbursement or Expenditure (with any data),Transaction - Traceability (with any data),Budget (with any data),Average (with any data)
Send a Cow Kenya,sac_kenya,-,-,-,-,0.0,-,-,-,-,0.0
Send a Cow Uganda,sacu,-,-,-,-,0.0,-,-,-,-,0.0
Sense International,sense_international,0.0,100.0,92.3076923076923,100.0,73.07692307692308,0.0,100.0,92.3076923076923,100.0,73.07692307692308
Sensorial Handicap Cooperation,shc,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Sexual Reproductive Health and Rights Africa Trust,srhr_africa_trust,0.0,81.81818181818183,0.0,100.0,45.45454545454545,0.0,81.81818181818183,0.0,100.0,45.45454545454545
Shack Dwellers International - Kenya,sdi-k,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Sharkit Al Manhajyah Lelestsharat Al Tasweeqyeh,mset,-,-,-,-,0.0,-,-,-,-,0.0
ShelterBox,shelterbox,-,-,-,-,0.0,-,-,-,-,0.0
Shifa Tameer-e-Millat University,stmu01,-,-,-,-,0.0,-,-,-,-,0.0
Shift Project Ltd.,shiftproject,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Shirkat Gah-Women's Resource Centre,shirkatgah,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Shortlist Professionals Limited,shortlistogti,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Shtrii Shakti,shtrii_shakti,-,-,-,-,0.0,-,-,-,-,0.0
Siasa Place,sp,0.0,100.0,-,200.0,75.0,0.0,100.0,-,200.0,75.0
Sightsavers,ss-org,90.4494382022472,90.4494382022472,5.434782608695652,100.0,71.58341475329752,90.4494382022472,90.4494382022472,5.434782608695652,100.0,71.58341475329752
Signal,signal,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
SIHA Network,siharegional,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SIHA-South Sudan,siha-southsudan,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
siiqqee Women's Development Association,swda,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Silsab Foundation,silsab1-_,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Simavi,simavi,100.0,-,-,100.0,50.0,100.0,-,-,100.0,50.0
Simprints,simprints,-,-,-,-,0.0,-,-,-,-,0.0
Siren Associates,siren,-,-,-,-,0.0,-,-,-,-,0.0
Sisonke National Sex Workers Movement,sisonke,33.33333333333333,66.66666666666666,100.0,100.0,75.0,33.33333333333333,66.66666666666666,100.0,100.0,75.0
Slovenia - Ministry of Foreign Affairs,si-mfa,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Slum Dwellers International,sdi-int,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Small Arms Survey,sas_sana,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Small International Development Charities Network,sidcn,-,-,-,-,0.0,-,-,-,-,0.0
Smart Villages Research Group,svrg,0.0,0.0,100.0,0.0,25.0,0.0,0.0,100.0,0.0,25.0
SMEX,smex,0.0,0.0,100.0,200.0,75.0,0.0,0.0,100.0,200.0,75.0
SNV Netherlands Development Organisation,snv,77.77777777777779,22.22222222222222,100.0,100.0,75.0,77.77777777777779,22.22222222222222,100.0,100.0,75.0
SOAS University of London,soas,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Sociaal-Economische Raad,ser,50.0,0.0,50.0,50.0,37.5,50.0,0.0,50.0,50.0,37.5
Social Accountability International,social_accountability_international,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Social Development Direct Limited,sddirect,4.166666666666666,87.5,50.0,91.66666666666666,58.333333333333336,4.166666666666666,87.5,50.0,91.66666666666666,58.333333333333336
"Social Fund for Development, Yemen",sfd-yemen,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Social Impact Lab CIC,simlab,50.0,50.0,0.0,100.0,50.0,50.0,50.0,0.0,100.0,50.0
Social Watch Benin,swb_1,-,-,-,-,0.0,-,-,-,-,0.0
Society For Promotion of Area Resource Centres,sparc_iati,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Société Nationale des eaux du Bénin (SONEB),soneb-benin,-,-,-,-,0.0,-,-,-,-,0.0
Solar Cooling Engineering GmbH,sce-gmbh,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
SolarNow Services (U) Ltd,solarnowsofa,0.0,20.0,66.66666666666666,100.0,46.666666666666664,0.0,20.0,66.66666666666666,100.0,46.666666666666664
Solidagro,solidagro_admin,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Solidar Suisse,solidarsuisse,-,-,-,-,0.0,-,-,-,-,0.0
Solidaridad,solidaridad,94.6236559139785,90.32258064516128,100.0,93.54838709677419,94.6236559139785,94.6236559139785,90.32258064516128,100.0,93.54838709677419,94.6236559139785
Solidaridad Europe,solidaridad-europe,-,-,-,-,0.0,-,-,-,-,0.0
Solidaridad South & South-East Asia,solidaridad-ssea,-,-,-,-,0.0,-,-,-,-,0.0
Solidaridad West Africa,solidaridad-waf,-,-,-,-,0.0,-,-,-,-,0.0
Solidarites International,solidarites-international,25.0,0.0,50.0,100.0,43.75,25.0,0.0,50.0,100.0,43.75
Solsoc,solsoc,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Soluciones en Legislación y Política Ambiental AC,polea,-,-,-,-,0.0,-,-,-,-,0.0
Sonke Gender Justice,sjg,-,-,-,-,0.0,-,-,-,-,0.0
SOS Børnebyerne,sosdk,0.0,66.66666666666666,66.66666666666666,0.0,33.33333333333333,0.0,66.66666666666666,66.66666666666666,0.0,33.33333333333333
SOS Children's Villages Kenya,soscvkenya,-,-,-,-,0.0,-,-,-,-,0.0
SOS Children's Villages The Netherlands,sosnl,75.0,75.0,88.88888888888889,100.0,84.72222222222223,75.0,75.0,88.88888888888889,100.0,84.72222222222223
SOS FAIM - SOS HUNGER,sosfaim,100.0,81.81818181818183,100.0,81.81818181818183,90.9090909090909,100.0,81.81818181818183,100.0,81.81818181818183,90.9090909090909
SOS Italia,sosvdb_italia,-,-,-,-,0.0,-,-,-,-,0.0
SOS Jeunesse et Défis,sosjd6,-,-,-,-,0.0,-,-,-,-,0.0
SOS Kinderdorpen België / SOS Villages d'Enfants Belgique,svdbskb_admin,25.0,-,-,75.0,25.0,25.0,-,-,75.0,25.0
SOS Sahel International UK,sossaheluk,-,-,-,-,0.0,-,-,-,-,0.0
SOS Sahel Sudan,sosss_admin,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Sound Seekers Limited,soundseekers,-,-,-,-,0.0,-,-,-,-,0.0
South African Network of People who Use Drugs,sanpud,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
South Asian Women Development Forum,sawdf-admin,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
South West International Development Network,swidn,-,-,-,-,0.0,-,-,-,-,0.0
Southeast Asia Freedom of Expression Network (SAFEnet),safenet,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Southern African Catholic Bishops' Conference Aids Office,sacbc,0.0,-,0.0,100.0,25.0,0.0,-,0.0,100.0,25.0
SouthSouthNorth,ssn,90.0,-,-,100.0,47.5,90.0,-,-,100.0,47.5
Sowt podcasting and training L.L.C,sowt,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Spain - Ministry of Foreign Affairs and Cooperation,maec,-,-,-,-,0.0,-,-,-,-,0.0
Spanish Agency for International Development Cooperation (AECID),aecid,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SPARK,spark,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Special Hope Network,shn,-,-,-,-,0.0,-,-,-,-,0.0
Stakeholder Democracy Network,sdn,-,-,-,-,0.0,-,-,-,-,0.0
STAR-Ghana Foundation,star_ghanafoundation,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Stars Foundation,starsfoundation,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
STC International,stc-international,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Stellenbosch University,su-impala,-,-,-,-,0.0,-,-,-,-,0.0
Stiching Cardano Development,stichting_cd,-,-,-,-,0.0,-,-,-,-,0.0
Stichting ActionAId,aanl,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Aflatoun International,aflatoun,-,-,-,-,0.0,-,-,-,-,0.0
Stichting Agriterra,agriterra,88.23529411764706,70.58823529411765,100.0,88.23529411764706,86.76470588235294,88.23529411764706,70.58823529411765,100.0,88.23529411764706,86.76470588235294
Stichting Aidenvironment,aidenvironment,-,-,-,-,0.0,-,-,-,-,0.0
Stichting Beheer Subsidiegelden DRA,stichting-subsidiegelden-dra,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Deltares,deltares,-,-,-,-,0.0,-,-,-,-,0.0
Stichting Fern,stichtingfern,14.285714285714285,95.23809523809523,85.71428571428571,100.0,73.80952380952381,14.285714285714285,95.23809523809523,85.71428571428571,100.0,73.80952380952381
Stichting fondsbeheer DGGF lokaal MKB,dggf_financing_local_smes,3.1914893617021276,41.935483870967744,98.93617021276596,39.361702127659576,45.85621139327385,3.1914893617021276,41.935483870967744,98.93617021276596,39.361702127659576,45.85621139327385
Stichting Habitat for Humanity Nederland,hfhnl,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Stichting Health Action International,hai,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Humana,humana_houben,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Stichting Kinderpostzegels Nederland,skn,-,-,-,-,0.0,-,-,-,-,0.0
Stichting Leprazending Nederland - The Leprosy Mission Netherlands,leprazending-tlm-nl,25.0,100.0,100.0,100.0,81.25,25.0,100.0,100.0,100.0,81.25
Stichting Liliane Fonds,slf,100.0,85.71428571428571,100.0,100.0,96.42857142857143,100.0,85.71428571428571,100.0,100.0,96.42857142857143
Stichting Mayday Rescue Foundation,maydayrescue,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Stichting Nederlands Instituut voor Internationale Betrekkingen 'Clingendael',clingendael,50.0,0.0,100.0,100.0,62.5,50.0,0.0,100.0,100.0,62.5
Stichting Onderzoek Multinationale Ondernemingen (SOMO),somo,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Red een Kind,redeenkind,66.66666666666666,100.0,20.0,100.0,71.66666666666666,66.66666666666666,100.0,20.0,100.0,71.66666666666666
Stichting RNW Media,rnw_org,50.0,50.0,66.66666666666666,100.0,66.66666666666666,50.0,50.0,66.66666666666666,100.0,66.66666666666666
Stichting Vluchteling,st_vluchteling,100.0,100.0,70.58823529411765,97.05882352941177,91.91176470588236,100.0,100.0,70.58823529411765,97.05882352941177,91.91176470588236
Stichting VSO Nederland,vso_nl,100.0,85.71428571428571,100.0,100.0,96.42857142857143,100.0,85.71428571428571,100.0,100.0,96.42857142857143
Stichting VU Amsterdam - Amsterdam Centre for World Food Studies,acwfs_vu,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Stichting Wilde Ganzen/ IKON,nl_wg,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Wings For Aid Foundation,wfaf,-,-,-,-,0.0,-,-,-,-,0.0
Stichting Woord en Daad,w-d,100.0,100.0,100.0,66.66666666666666,91.66666666666666,100.0,100.0,100.0,66.66666666666666,91.66666666666666
Stockholm International Water Institute,siwi,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stonewall Equality Limited,stonewa11,-,-,-,-,0.0,-,-,-,-,0.0
Street Child,street_child,0.0,-,-,100.0,25.0,0.0,-,-,100.0,25.0
StreetInvest,si,-,-,-,-,0.0,-,-,-,-,0.0
Stromme Foundation,stromme_ug,-,-,-,-,0.0,-,-,-,-,0.0
Studies & Economic Media Center ( SEMC),semc-yemen,-,-,-,-,0.0,-,-,-,-,0.0
Studio Globo,sg,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Support Trust for Africa Development (STAD),stad,-,-,-,-,0.0,-,-,-,-,0.0
Survivors Fund (SURF),surf,0.0,50.0,0.0,50.0,25.0,0.0,100.0,0.0,100.0,50.0
Sustainable Development Institute,sdi,100.0,50.0,66.66666666666666,100.0,79.16666666666666,100.0,50.0,66.66666666666666,100.0,79.16666666666666
Sustainable Hospitality Alliance,sha,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Sustainable Livelihoods Foundation,sustainable_livelihoods_foundation,-,-,-,-,0.0,-,-,-,-,0.0
"Sweden, through Swedish International Development Cooperation Agency (Sida)",sida,99.30236515228859,98.07797913234486,100.0,93.32993023651522,97.67756863028717,99.30236515228859,98.07797913234486,100.0,93.32993023651522,97.67756863028717
Swedish Committee for Afghanistan,sca_afghanistan,-,-,-,-,0.0,-,-,-,-,0.0
Swisscontact,swisscontact,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Switzerland - Swiss Agency for Development and Cooperation (SDC),sdc_ch,100.0,100.0,100.0,0.0,75.0,100.0,100.0,100.0,0.0,75.0
Sympany+,simone_sympany,-,-,-,-,0.0,-,-,-,-,0.0
Synergie des Femmes pour la Paix et la Réconciliation des Peuples des Grands Lacs d'Afrique,spr,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Synergía - Initiatives for Human Rights,synergiaihr,0.0,33.33333333333333,-,100.0,33.33333333333333,0.0,33.33333333333333,-,100.0,33.33333333333333
Syria Justice and Accountability Centre (SJAC),sjac,-,-,-,-,0.0,-,-,-,-,0.0
Syria Relief,sr,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Syrian Center for Media and Freedom of Expression,scm,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
TAG International Development Limited,taginternational,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Talent Acceleration Platform (TAP),tap,-,-,-,-,0.0,-,-,-,-,0.0
Tameer-e-Khalaq Foundation,tkf1234,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Tanager,tan,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Target TB,targettb,-,-,-,-,0.0,-,-,-,-,0.0
TB Alert,tbalert,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Teach A Man To Fish,tamtf,-,-,-,-,0.0,-,-,-,-,0.0
Teach For Pakistan,tfp,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
TEAR fund Nederland,tear,25.0,95.0,100.0,100.0,80.0,25.0,95.0,100.0,100.0,80.0
Tearfund,tearfund,0.0,100.0,50.0,100.0,62.5,0.0,100.0,50.0,100.0,62.5
Tearfund VZW (TFBE),tfb_admin1,-,-,-,-,0.0,-,-,-,-,0.0
Tech2Peace,t2p,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Technische Universiteit Delft,nl_tud,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
TechnoServe,tns,25.0,50.0,50.0,75.0,50.0,25.0,50.0,50.0,75.0,50.0
Terre des Hommes Netherlands,tdh_nl,8.354430379746836,97.1576227390181,100.0,98.22784810126582,75.93497530500768,8.354430379746836,97.1576227390181,100.0,98.22784810126582,75.93497530500768
Terre des hommes- Aide à l'enfance dans le monde- Fondation,tdh_foundation,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
The Access to Nutrition Foundation,atnf,6.666666666666667,40.0,33.33333333333333,93.33333333333333,43.33333333333333,6.666666666666667,40.0,33.33333333333333,93.33333333333333,43.33333333333333
The AGRI3 Fund,agri3_fund,0.0,0.0,100.0,0.0,25.0,0.0,0.0,100.0,0.0,25.0
The Asia Foundation,taf,20.0,80.0,50.0,60.0,52.5,20.0,80.0,50.0,60.0,52.5
The British Academy,thebritishacademy,75.0,0.0,75.0,100.0,62.5,75.0,0.0,75.0,100.0,62.5
The Carter Center,carter-center,-,-,-,-,0.0,-,-,-,-,0.0
the center for victimized women and children,cavwoc,-,-,-,-,0.0,-,-,-,-,0.0
The Centre for Economic Governance and Accountability in Africa  (CEGAA),cegaa,28.57142857142857,100.0,50.0,100.0,69.64285714285714,28.57142857142857,100.0,50.0,100.0,69.64285714285714
The Climate Change Organisation,climate-group,-,-,-,-,0.0,-,-,-,-,0.0
The Coca-Cola Export Corporation,tccec,-,-,-,-,0.0,-,-,-,-,0.0
The Commonwealth Secretariat,commonwealthsecretariat,0.0,97.12230215827337,-,0.0,24.280575539568343,0.0,97.12230215827337,-,0.0,24.280575539568343
The Conflict and Environment Observatory,ceobs,0.0,-,-,100.0,25.0,0.0,-,-,100.0,25.0
The Convention on Business Integrity,cbi-nigeria,-,-,-,-,0.0,-,-,-,-,0.0
The Education Commission,educomm,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
The Faraday Institution,thefaradayinstitution,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
The Foundation Center,foundation_center,-,-,-,-,0.0,-,-,-,-,0.0
The Fred Hollows Foundation (UK),fhfuk,-,-,-,-,0.0,-,-,-,-,0.0
The Freedom Fund,tff,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
The Freedom Fund (US),tffus,-,-,-,-,0.0,-,-,-,-,0.0
The George Washington University,gwu_gwi,0.0,50.0,0.0,100.0,37.5,0.0,50.0,0.0,100.0,37.5
The Global Alliance for Improved Nutrition,gain,63.8235294117647,86.50674662668666,87.92341678939617,6.470588235294119,61.181070265785415,63.8235294117647,86.50674662668666,87.92341678939617,6.470588235294119,61.181070265785415
The Global Center on Adaptation,gca,33.33333333333333,16.666666666666664,50.0,33.33333333333333,33.33333333333333,33.33333333333333,16.666666666666664,50.0,33.33333333333333,33.33333333333333
"The Global Development Incubator, Inc",gdi,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
The Global Forum on MSM & HIV (MSMGF),msmgf,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",theglobalfund,100.0,100.0,100.0,99.5575221238938,99.88938053097345,100.0,100.0,100.0,99.5575221238938,99.88938053097345
The Global Initiative Against Transnational Organized Crime,gi-toc,-,-,-,-,0.0,-,-,-,-,0.0
the global steering group for impact investment,gsg,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
The Hague Academy for Local Governance,tha,14.285714285714285,100.0,0.0,100.0,53.57142857142857,14.285714285714285,100.0,0.0,100.0,53.57142857142857
The HALO Trust,halo,16.666666666666664,83.33333333333334,12.5,20.833333333333336,33.333333333333336,16.666666666666664,83.33333333333334,12.5,20.833333333333336,33.333333333333336
The Hunger Project Bangladesh,thpdb,-,-,-,-,0.0,-,-,-,-,0.0
The Hunger Project Netherlands,thp_org,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Institute for Strategic Dialogue,isdglobal,-,-,-,-,0.0,-,-,-,-,0.0
The International Children's Trust,theict,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
The International Institute for Strategic Studies,iiss,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
The International Institute for Sustainable Development,iisd,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
The International Rescue Committee,irc_inc,46.03174603174603,89.28571428571429,73.46938775510205,87.3015873015873,74.02210884353742,46.03174603174603,89.28571428571429,73.46938775510205,87.3015873015873,74.02210884353742
The Kvinna till Kvinna Foundation - Head Office,ktk_ho,0.0,-,100.0,100.0,50.0,0.0,-,100.0,100.0,50.0
The Lebanese Organisation for Studies and Training,rabi3,-,-,-,-,0.0,-,-,-,-,0.0
The Legal Aid Forum,laf,0.0,50.0,-,100.0,37.5,0.0,50.0,-,100.0,37.5
The Leprosy Mission England and Wales,tlmew,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
The Leprosy Mission Nepal,tlmnepal,0.0,100.0,66.66666666666666,100.0,66.66666666666666,0.0,100.0,66.66666666666666,100.0,66.66666666666666
The Liaison Office,tlo,-,-,-,-,0.0,-,-,-,-,0.0
The Mailman School of Public Health,mailman_school_of_public_health,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
The MENTOR Initiative,the_mentor_initiative,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
The National Association of Municipalities of Benin (ANCB),ancb_benin,-,-,-,-,0.0,-,-,-,-,0.0
The Nature Conservancy,the_nature_conservancy,0.0,0.0,0.0,200.0,50.0,0.0,0.0,0.0,200.0,50.0
The OPEC Fund for International Development (OFID),ofid,-,-,-,-,0.0,-,-,-,-,0.0
The Open University,open_university,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
The Palestinian Initiative for the Promotion of Global Dialogue and Democracy-MIFTAH,miftah,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"The Population Council, Inc.",populationcouncil,0.0,0.0,100.0,0.0,25.0,0.0,0.0,100.0,0.0,25.0
The Power of Nutrition,the_power_of_nutrition,0.0,60.0,33.33333333333333,100.0,48.33333333333333,0.0,60.0,33.33333333333333,100.0,48.33333333333333
The Princess Alia Foundation,paf_2018,-,-,-,-,0.0,-,-,-,-,0.0
The Proforest Initiative UK,pi-uk,-,-,-,-,0.0,-,-,-,-,0.0
The Queen Elizabeth Diamond Jubilee Trust,qedjt,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
The Salvation Army International Development UK,said-uk,-,-,-,-,0.0,-,-,-,-,0.0
The Samdhana Institute,samdhana_institute,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Uganda Association of Women Lawyers ( FIDA Uganda),fidauganda,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA),unrwa,100.0,-,-,100.0,50.0,100.0,-,-,100.0,50.0
The University of Aberdeen,uoa,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
"The University of Dodoma (UDOM), Tanzania",udom,-,-,-,-,0.0,-,-,-,-,0.0
The University of Manchester,uom,25.0,100.0,75.0,100.0,75.0,25.0,100.0,75.0,100.0,75.0
The University of Oxford,oxford,0.0,60.0,0.0,83.33333333333334,35.833333333333336,0.0,60.0,0.0,83.33333333333334,35.833333333333336
The University of Sheffield,tuos,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
"The University of the West of England, Bristol",uwe,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
The Wildfowl and Wetlands Trust,gb-chc-1030884,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
The William and Flora Hewlett Foundation,hewlett-foundation,100.0,99.4413407821229,100.0,0.0,74.86033519553072,100.0,99.4413407821229,100.0,0.0,74.86033519553072
The World Bank,worldbank,100.0,98.32551908908238,-,96.71641791044776,73.76048424988254,100.0,98.32551908908238,-,96.71641791044776,73.76048424988254
Theatre for a Change Malawi,tfacmalawi,-,-,-,-,0.0,-,-,-,-,0.0
Theatre for a Change UK,tfac,-,-,-,-,0.0,-,-,-,-,0.0
Think Equal UK,thinkequal,-,-,-,-,0.0,-,-,-,-,0.0
Third World Network Africa,twnafrica,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Thomson Reuters Foundation,trf,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Tifa Foundation,tifa_foundation,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Timber Trade Federation Ltd.,ttf,-,-,-,-,0.0,-,-,-,-,0.0
Timidria,timidria,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Trademark Africa,tma,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
TRAFFIC International,traffic,-,-,-,-,0.0,-,-,-,-,0.0
Traidcraft Exchange,traidcraft,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
TRAIDE Foundation,traide_foundation,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Transform Africa,transafrica19,-,-,-,-,0.0,-,-,-,-,0.0
transforma,transforma,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Transition International,ti_nl,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Transnational Institute,tni,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Transparency International Bangladesh,tib,-,-,-,-,0.0,-,-,-,-,0.0
Transparency International Kenya,ti_kenya,-,-,-,-,0.0,-,-,-,-,0.0
Transparency International Secretariat,transparency-international,0.0,0.0,-,80.0,20.0,0.0,0.0,-,80.0,20.0
Transparency International UK,ti-uk,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Transparently Lebanese,transparently_lebanese,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
TREE AID,treea,0.0,50.0,100.0,50.0,50.0,0.0,50.0,100.0,50.0,50.0
TRIAL International,trial,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Triangle Génération Humanitaire,tgh,-,-,-,-,0.0,-,-,-,-,0.0
Trianglen,trianglen,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Trias,trias,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Triggerise Ethiopia,trig,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Triple Line,tripleline_crownagents,0.0,-,100.0,0.0,25.0,0.0,-,100.0,0.0,25.0
Trocaire,trocaire,0.0,50.0,100.0,100.0,62.5,0.0,50.0,100.0,100.0,62.5
Trocaire (Northern Ireland),troc,66.66666666666666,66.66666666666666,100.0,100.0,83.33333333333333,66.66666666666666,66.66666666666666,100.0,100.0,83.33333333333333
Tropenbos International,tbi,44.0,100.0,9.090909090909092,100.0,63.27272727272727,44.0,100.0,9.090909090909092,100.0,63.27272727272727
Tropical Health and Education Trust,tropicalhealth,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Tropical Health Consulting,thc,0.0,-,0.0,100.0,25.0,0.0,-,0.0,100.0,25.0
Trust for Africa's Orphans,tao-03473165,-,-,-,-,0.0,-,-,-,-,0.0
Trust for Indigenous Culture and Health,ticah,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
TrustAfrica,trustafrica,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Twaweza,twaweza,0.0,100.0,-,0.0,25.0,0.0,100.0,-,100.0,50.0
